Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
101;21100812244;"Journal of Gynecology Obstetrics and Human Reproduction";journal;"24687847";0,411;Q3;34;157;411;3641;430;383;1,42;23,19;Netherlands;Western Europe;"Elsevier BV";"2016-2020";"Obstetrics and Gynecology (Q3); Reproductive Medicine (Q3)"
102;30072;"Journal of Reproductive and Infant Psychology";journal;"1469672X, 02646838";0,407;Q3;44;67;143;2957;196;129;1,45;44,13;United States;Northern America;"Routledge";"1983-2020";"Pediatrics, Perinatology and Child Health (Q2); Obstetrics and Gynecology (Q3); Psychology (miscellaneous) (Q3); Reproductive Medicine (Q3)"
103;28009;"Minerva Ginecologica";journal;"00264784";0,404;Q3;31;65;247;2018;272;214;1,55;31,05;Italy;Western Europe;"Edizioni Minerva Medica S.p.A.";"1949-2020";"Obstetrics and Gynecology (Q3)"
104;21100390416;"Post reproductive health";journal;"20533691, 20533705";0,396;Q3;32;36;85;713;87;67;1,54;19,81;United States;Northern America;"Sage Publications";"1995, 2014-2020";"Obstetrics and Gynecology (Q3)"
105;19200156704;"Wideochirurgia I Inne Techniki Maloinwazyjne";journal;"18954588, 22990054";0,383;Q3;15;81;204;2047;207;195;1,02;25,27;Poland;Eastern Europe;"Termedia Publishing House Ltd.";"2008-2020";"Gastroenterology (Q3); Obstetrics and Gynecology (Q3); Surgery (Q3); Urology (Q3)"
106;19800188015;"Journal of the Turkish German Gynecology Association";journal;"13090399, 13090380";0,382;Q3;12;48;132;1058;124;106;1,02;22,04;Turkey;Middle East;"Galenos Yayinevi";"2005-2020";"Obstetrics and Gynecology (Q3)"
107;27604;"Journal of Obstetrics and Gynaecology";journal;"13646893, 01443615";0,356;Q3;46;399;828;8076;670;772;0,88;20,24;United Kingdom;Western Europe;"Informa Healthcare";"1945, 1980-2020";"Obstetrics and Gynecology (Q3)"
108;12742;"Ginekologia Polska";journal;"00170011";0,343;Q3;20;124;395;3014;362;382;0,91;24,31;Poland;Eastern Europe;"Via Medica";"1948, 1953-1989, 1992-2020";"Obstetrics and Gynecology (Q3)"
109;21100806973;"Gynecologie Obstetrique Fertilite et Senologie";journal;"24687197, 24687189";0,338;Q3;33;152;460;4021;252;345;0,79;26,45;France;Western Europe;"Elsevier Masson SAS";"2017-2020";"Obstetrics and Gynecology (Q3); Reproductive Medicine (Q3)"
110;98899;"African journal of reproductive health";journal;"11184841";0,327;Q3;38;68;155;1679;114;130;0,74;24,69;Nigeria;Africa;"Women's Health and Action Research Centre";"1997-1998, 2000-2019";"Obstetrics and Gynecology (Q3); Public Health, Environmental and Occupational Health (Q3); Reproductive Medicine (Q3)"
111;4700152203;"Revista Brasileira de Saude Materno Infantil";journal;"15193829";0,306;Q3;19;55;145;1434;76;125;0,42;26,07;Brazil;Latin America;"Instituto Materno Infantil Professor Fernando Figueira";"2002, 2005-2019";"Obstetrics and Gynecology (Q3); Pediatrics, Perinatology and Child Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
112;28647;"Urogynaecologia International Journal";journal;"20388314, 11213086";0,298;Q3;6;8;2;171;1;2;0,00;21,38;Italy;Western Europe;"Associato All'USPI - Unione Stampa Periodica Italia";"1995-2014, 2016-2017, 2019";"Obstetrics and Gynecology (Q3); Urology (Q3)"
113;30024;"Breastfeeding Review";journal;"07292759";0,297;Q3;24;9;43;338;24;33;0,56;37,56;Australia;Pacific Region;"Australian Breastfeeding Association";"1997-2019";"Maternity and Midwifery (Q2); Medicine (miscellaneous) (Q3); Obstetrics and Gynecology (Q3)"
114;19700175455;"Journal of Obstetrics and Gynecology of India";journal;"09719202, 09756434";0,293;Q3;14;172;411;2245;272;382;0,62;13,05;India;Asiatic Region;"Springer India";"2010-2020";"Obstetrics and Gynecology (Q3)"
115;19700174804;"Iranian Journal of Obstetrics, Gynecology and Infertility";journal;"20082363, 16802993";0,270;Q3;13;131;449;4290;265;449;0,51;32,75;Iran;Middle East;"Mashhad University of Medical Sciences";"2010-2019";"Obstetrics and Gynecology (Q3); Reproductive Medicine (Q3)"
116;21100389723;"Asian Pacific Journal of Reproduction";journal;"23050500, 23050519";0,265;Q3;13;45;202;2122;176;198;0,63;47,16;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2012-2020";"Animal Science and Zoology (Q3); Obstetrics and Gynecology (Q3); Plant Science (Q3); Reproductive Medicine (Q3); Veterinary (miscellaneous) (Q3)"
117;4700153103;"Revista Brasileira de Ginecologia e Obstetricia";journal;"18069339, 01007203";0,257;Q3;20;120;336;3103;239;289;0,72;25,86;Brazil;Latin America;"Georg Thieme Verlag";"2006-2020";"Obstetrics and Gynecology (Q3)"
118;21100317204;"Gynecology and Minimally Invasive Therapy";journal;"22133089, 22133070";0,250;Q3;10;36;160;574;79;134;0,64;15,94;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2012-2020";"Obstetrics and Gynecology (Q3)"
119;17700155801;"Turk Jinekoloji ve Obstetrik Dernegi Dergisi";journal;"13054252, 1307699X";0,237;Q3;7;26;163;556;89;141;0,56;21,38;Turkey;Middle East;"Turkish Society of Obstetrics and Gynecology";"2009-2019";"Obstetrics and Gynecology (Q3)"
120;21100461902;"International Journal of Women's Health and Reproduction Sciences";journal;"23304456";0,234;Q3;8;87;185;2585;125;177;0,72;29,71;United States;Northern America;"Aras Part Medical International Press";"2013-2020";"Obstetrics and Gynecology (Q3); Reproductive Medicine (Q3)"
121;27667;"Middle East Fertility Society Journal";journal;"11105690";0,226;Q3;16;0;222;0;163;213;0,82;0,00;Egypt;Africa/Middle East;"Middle East Fertility Society";"1996-2018, 2020";"Obstetrics and Gynecology (Q3); Reproductive Medicine (Q3)"
122;5200153102;"Obstetrics, Gynaecology and Reproductive Medicine";journal;"17517214";0,218;Q3;16;71;204;403;84;173;0,53;5,68;United Kingdom;Western Europe;"Churchill Livingstone";"1970, 2007-2020";"Obstetrics and Gynecology (Q3); Reproductive Medicine (Q3)"
123;21100366607;"Case Reports in Women's Health";journal;"22149112";0,217;Q3;4;68;64;849;35;58;0,63;12,49;Netherlands;Western Europe;"Elsevier BV";"2014-2020";"Obstetrics and Gynecology (Q3)"
124;19700175434;"Journal of Endometriosis and Pelvic Pain Disorders";journal;"22840273, 22840265";0,207;Q3;12;29;120;1029;55;114;0,52;35,48;Italy;Western Europe;"Wichtig Publishing Srl";"2013-2020";"Obstetrics and Gynecology (Q3)"
125;21100808900;"Voprosy Ginekologii, Akusherstva i Perinatologii";journal;"24149152, 17261678";0,203;Q3;7;101;239;2365;165;239;0,77;23,42;Russian Federation;Eastern Europe;"Dynasty Publishing House";"2016-2019";"Obstetrics and Gynecology (Q3); Pediatrics, Perinatology and Child Health (Q3)"
126;27528;"Italian Journal of Gynaecology and Obstetrics";journal;"11218339";0,196;Q3;8;36;69;1187;48;68;0,95;32,97;Italy;Western Europe;"CIC Edizioni Internazionali s.r.l.";"1993-2019";"Obstetrics and Gynecology (Q3)"
127;4700152252;"Sexologies";journal;"11581360";0,191;Q3;16;45;130;1354;65;125;0,49;30,09;France;Western Europe;"Elsevier Masson";"2006-2020";"Obstetrics and Gynecology (Q3); Psychology (miscellaneous) (Q4)"
128;28607;"South African Journal of Obstetrics and Gynaecology";journal;"23058862, 00382329";0,189;Q3;8;16;72;243;23;64;0,26;15,19;South Africa;Africa;"South African Medical Association";"1968, 1970-1972, 1999-2019";"Obstetrics and Gynecology (Q3)"
129;21100348516;"AJP Reports";journal;"21577005, 21576998";0,183;Q3;4;58;51;1331;27;49;0,50;22,95;United States;Northern America;"Thieme Medical Publishers Inc.";"2014-2020";"Obstetrics and Gynecology (Q3); Pediatrics, Perinatology and Child Health (Q3)"
130;4700152611;"Current Women's Health Reviews";journal;"15734048";0,174;Q3;13;47;74;1711;35;66;0,63;36,40;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"2006-2020";"Obstetrics and Gynecology (Q3)"
131;12644;"Clinical and Experimental Obstetrics and Gynecology";journal;"03906663";0,172;Q3;32;148;652;2972;165;644;0,15;20,08;Canada;Northern America;"S.O.G. CANADA Inc.";"1974-2020";"Obstetrics and Gynecology (Q3); Reproductive Medicine (Q4)"
132;29764;"European Journal of Gynaecological Oncology";journal;"03922936";0,171;Q3;44;133;590;3147;184;588;0,18;23,66;Canada;Northern America;"S.O.G. CANADA Inc.";"1980-2019";"Obstetrics and Gynecology (Q3); Oncology (Q4)"
133;21100839175;"Clinical Lactation";journal;"21580782, 21580537";0,170;Q3;2;22;62;382;11;43;0,26;17,36;United States;Northern America;"Springer Publishing Company";"2017-2020";"Obstetrics and Gynecology (Q3); Pediatrics, Perinatology and Child Health (Q3)"
134;21100910622;"Reproductive and Developmental Medicine";journal;"20962924";0,164;Q3;2;42;73;1520;20;73;0,27;36,19;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2017-2019";"Obstetrics and Gynecology (Q3); Reproductive Medicine (Q4)"
135;27630;"Journal of reproductive medicine, The";journal;"00247758";0,158;Q3;66;89;360;1670;78;336;0,10;18,76;United States;Northern America;"";"1970-2019";"Obstetrics and Gynecology (Q3); Reproductive Medicine (Q4)"
136;28167;"Revista Colombiana de Obstetricia y Ginecologia";journal;"00347434";0,151;Q4;7;28;94;581;20;79;0,31;20,75;Colombia;Latin America;"Fed. Colombiana de Asoc. de Obstetricia y Ginecologia";"1960, 1962-1971, 1973-1996, 2007-2019";"Obstetrics and Gynecology (Q4)"
137;12626;"Ceska Gynekologie";journal;"12107832";0,150;Q4;15;73;231;1744;60;217;0,31;23,89;Czech Republic;Eastern Europe;"Czech Medical Association J.E. Purkyne";"1959-1963, 1994-2019";"Obstetrics and Gynecology (Q4)"
138;12732;"Ginecologia y Obstetricia de Mexico";journal;"03009041";0,145;Q4;15;69;351;1205;41;307;0,09;17,46;Mexico;Latin America;"Asociacion Mexicana de Ginecologia y Obstetricia";"1946-2019";"Medicine (miscellaneous) (Q4); Obstetrics and Gynecology (Q4)"
139;28650;"Zeitschrift fur Geburtshilfe und Neonatologie";journal;"14391651, 09482393";0,144;Q4;18;88;143;1284;43;109;0,45;14,59;Germany;Western Europe;"Georg Thieme Verlag";"1995-2020";"Maternity and Midwifery (Q3); Medicine (miscellaneous) (Q4); Obstetrics and Gynecology (Q4); Pediatrics, Perinatology and Child Health (Q4)"
140;54360;"Akusherstvo i Ginekologiya (Russian Federation)";journal;"24125679, 03009092";0,132;Q4;4;294;766;7960;199;758;0,28;27,07;Russian Federation;Eastern Europe;"Bionika Media Ltd.";"1945-1996, 2016-2020";"Obstetrics and Gynecology (Q4)"
141;28164;"Revista Chilena de Obstetricia y Ginecologia";journal;"07177526, 0048766X";0,132;Q4;11;67;224;1516;39;207;0,13;22,63;Chile;Latin America;"Sociedad Chilena de Obstetricia y Ginecologia";"1961-1962, 1964-1995, 2006-2019";"Obstetrics and Gynecology (Q4)"
142;81657;"Journal fur Reproduktionsmedizin und Endokrinologie";journal;"18102107, 18109292";0,130;Q4;12;13;53;145;8;29;0,30;11,15;Austria;Western Europe;"Krause und Pachernegg GmbH";"2002, 2004-2019";"Endocrinology, Diabetes and Metabolism (Q4); Obstetrics and Gynecology (Q4); Reproductive Medicine (Q4)"
143;27581;"Journal of Gynecologic Surgery";journal;"10424067";0,130;Q4;14;84;211;1388;36;210;0,14;16,52;United States;Northern America;"Mary Ann Liebert Inc.";"1989-2020";"Obstetrics and Gynecology (Q4); Surgery (Q4)"
144;21100854847;"Aktualni Gynekologie a Porodnictvi";journal;"18039588";0,129;Q4;1;0;2;0;1;2;0,00;0,00;Czech Republic;Eastern Europe;"Aprofema s.r.o";"2016";"Obstetrics and Gynecology (Q4)"
145;12400154744;"Obstetrics and Gynaecology Forum";journal;"10291962";0,127;Q4;4;24;78;432;8;66;0,07;18,00;South Africa;Africa;"In House Publications";"2008-2019";"Obstetrics and Gynecology (Q4)"
146;30069;"Akusherstvo i Ginekologiya";journal;"03240959";0,123;Q4;8;0;95;0;13;95;0,00;0,00;Bulgaria;Eastern Europe;"Izdatel'stvo Meditsina";"1962-2016";"Medicine (miscellaneous) (Q4); Obstetrics and Gynecology (Q4)"
147;28146;"Progresos en Obstetricia y Ginecologia";journal;"15781453, 03045013";0,123;Q4;10;63;294;1602;16;256;0,05;25,43;Spain;Western Europe;"Ediciones Doyma, S.L.";"1972-1976, 1978-1980, 1986-1990, 1992-1999, 2005-2019";"Obstetrics and Gynecology (Q4)"
148;5000158304;"Revista Cubana de Obstetricia y Ginecologia";journal;"0138600X";0,123;Q4;9;47;176;935;7;172;0,02;19,89;Cuba;Latin America;"Editorial Ciencias Medicas";"1996-2002, 2006-2019";"Obstetrics and Gynecology (Q4)"
149;12650;"Contemporary Ob/Gyn";journal;"00903159";0,117;Q4;9;34;216;152;3;44;0,15;4,47;United States;Northern America;"Advanstar Communications Inc.";"1975-1977, 1982, 1996-2002, 2005-2008, 2013-2019";"Advanced and Specialized Nursing (Q4); Maternity and Midwifery (Q4); Obstetrics and Gynecology (Q4)"
150;27460;"Der Gynakologe";journal;"00175994, 14330393";0,115;Q4;11;144;429;2978;44;376;0,15;20,68;Germany;Western Europe;"Springer Verlag";"1973-2020";"Obstetrics and Gynecology (Q4)"
151;21100905960;"Indian Journal of Gynecologic Oncology";journal;"23638400, 23638397";0,115;Q4;2;100;135;1809;17;131;0,13;18,09;India;Asiatic Region;"Springer India";"2017-2020";"Obstetrics and Gynecology (Q4); Oncology (Q4)"
152;21100854883;"Current Obstetrics and Gynecology Reports";journal;"21613303";0,114;Q4;1;0;4;0;1;4;0,00;0,00;United States;Northern America;"Current Medicine Group";"2016";"Obstetrics and Gynecology (Q4)"
153;21100893581;"International Journal of Childbirth";journal;"21565295, 21565287";0,113;Q4;1;11;29;339;4;27;0,15;30,82;United States;Northern America;"Springer Publishing Company";"2018-2019";"Maternity and Midwifery (Q4); Obstetrics and Gynecology (Q4)"
154;19700174907;"Research Journal of Obstetrics and Gynecology (discontinued)";journal;"2077222X, 19947925";0,113;Q4;3;0;13;0;1;13;0,08;0,00;Pakistan;Asiatic Region;"Asian Network for Scientific Information";"2009-2012, 2014-2015, 2017-2018";"Obstetrics and Gynecology (Q4)"
155;21000195604;"Current Gynecologic Oncology";journal;"20811632";0,111;Q4;4;0;87;0;10;85;0,14;0,00;Poland;Eastern Europe;"Medical Communications";"2011-2018";"Endocrinology, Diabetes and Metabolism (Q4); Obstetrics and Gynecology (Q4); Oncology (Q4)"
156;28169;"Revista de Obstetricia y Ginecologia de Venezuela";journal;"00487732";0,111;Q4;8;16;120;412;8;110;0,10;25,75;Venezuela;Latin America;"Sociedad de Obstetricia y Ginecologia de Venezuela";"1945-1948, 1950-1957, 1959-1970, 1972-1995, 2008-2019";"Obstetrics and Gynecology (Q4)"
157;5400152644;"Matronas Profesion";journal;"15780740";0,110;Q4;5;23;83;554;4;64;0,05;24,09;Spain;Western Europe;"Ediciones Mayo S.A.";"2006-2019";"Maternity and Midwifery (Q4); Obstetrics and Gynecology (Q4)"
158;28120;"Perinatology";journal;"09722408";0,110;Q4;3;6;54;89;2;45;0,06;14,83;India;Asiatic Region;"Prism Books Pvt Ltd";"2001-2009, 2011-2019";"Obstetrics and Gynecology (Q4); Pediatrics, Perinatology and Child Health (Q4)"
159;19700180590;"Turk Jinekolojik Onkoloji Dergisi";journal;"13018841";0,109;Q4;5;0;14;0;1;13;0,00;0,00;Turkey;Middle East;"";"2009-2016";"Obstetrics and Gynecology (Q4); Oncology (Q4)"
160;21100853550;"Case Reports in Perinatal Medicine";journal;"21928959, 21928932";0,108;Q4;1;0;3;0;0;3;0,00;0,00;Poland;Eastern Europe;"De Gruyter Open Ltd.";"2014-2016";"Embryology (Q4); Obstetrics and Gynecology (Q4); Pediatrics, Perinatology and Child Health (Q4)"
161;19700175480;"Internet Journal of Gynecology and Obstetrics";journal;"15288439";0,108;Q4;5;0;3;0;0;3;0,00;0,00;United States;Northern America;"Internet Scientific Publications, LLC";"2010-2012, 2016";"Obstetrics and Gynecology (Q4)"
162;21100262494;"Gineco.eu";journal;"23442379, 2066250X";0,107;Q4;5;0;121;0;5;121;0,04;0,00;Romania;Eastern Europe;"Pulsmedia Network";"2013-2018";"Obstetrics and Gynecology (Q4); Oncology (Q4)"
163;110080;"Medecine Therapeutique Medecine de la Reproduction, Gynecologie et Endocrinologie";journal;"19524102, 12959359";0,105;Q4;5;27;126;57;3;121;0,04;2,11;France;Western Europe;"John Libbey Eurotext";"2004-2006, 2012-2019";"Endocrinology (Q4); Endocrinology, Diabetes and Metabolism (Q4); Obstetrics and Gynecology (Q4); Reproductive Medicine (Q4)"
164;71334;"Reproducao e Climaterio";journal;"14132087";0,105;Q4;5;0;51;0;8;50;0,08;0,00;Brazil;Latin America;"Reproducao e Climaterio";"2002, 2012-2017";"Endocrinology, Diabetes and Metabolism (Q4); Obstetrics and Gynecology (Q4); Reproductive Medicine (Q4)"
165;19700174808;"Turkiye Klinikleri Jinekoloji Obstetrik";journal;"13000306";0,105;Q4;4;0;104;0;4;97;0,02;0,00;Turkey;Middle East;"Turkiye Klinikleri Journal of Medical Sciences";"2010-2018";"Obstetrics and Gynecology (Q4)"
166;145646;"Gynakologische Endokrinologie";journal;"16102908, 16102894";0,104;Q4;6;54;152;1155;8;134;0,06;21,39;Germany;Western Europe;"Springer Verlag";"2005-2020";"Endocrinology, Diabetes and Metabolism (Q4); Obstetrics and Gynecology (Q4); Pediatrics, Perinatology and Child Health (Q4); Reproductive Medicine (Q4)"
167;12744;"Giornale Italiano di Ostetricia e Ginecologia";journal;"03919013, 19711433";0,103;Q4;9;7;111;173;8;104;0,12;24,71;Italy;Western Europe;"CIC Edizioni Internazionali s.r.l.";"1982-2019";"Obstetrics and Gynecology (Q4)"
168;12642;"Clinica e Investigacion en Ginecologia y Obstetricia";journal;"0210573X, 15789349";0,102;Q4;6;36;122;675;8;119;0,09;18,75;Spain;Western Europe;"Ediciones Doyma, S.L.";"1976-2020";"Obstetrics and Gynecology (Q4); Reproductive Medicine (Q4)"
169;72896;"Obstetrica si Ginecologie";journal;"12205532";0,102;Q4;1;0;47;0;1;47;0,00;0,00;Romania;Eastern Europe;"Romanian Society of Obstetrics and Gynecology";"1973-1987, 2010-2017";"Obstetrics and Gynecology (Q4)"
170;21100199844;"Archives of Perinatal Medicine";journal;"15084868, 15050580";0,101;Q4;4;0;40;0;2;39;0,09;0,00;Poland;Eastern Europe;"Scientific Publishers OWN";"2011-2017";"Obstetrics and Gynecology (Q4)"
171;12556;"Bangladesh Journal of Obstetrics and Gynecology";journal;"10184287";0,101;Q4;3;0;22;0;1;20;0,00;0,00;Bangladesh;Asiatic Region;"Obstetrical and Gynaecological Society of Bangladesh";"1997-2001, 2003, 2005-2016";"Obstetrics and Gynecology (Q4)"
172;19700174953;"Ginekologia i Poloznictwo";journal;"18980759, 18963315";0,101;Q4;4;23;42;590;1;41;0,00;25,65;Poland;Eastern Europe;"Medical Project Poland";"2008-2019";"Obstetrics and Gynecology (Q4)"
173;12747;"Gynaecologia et Perinatologia";journal;"13300091";0,101;Q4;8;0;19;0;0;16;0,00;0,00;Croatia;Eastern Europe;"Naprijed";"1993-2016";"Obstetrics and Gynecology (Q4); Pediatrics, Perinatology and Child Health (Q4)"
174;27463;"Gynakologische Praxis";journal;"03418677";0,101;Q4;4;23;397;576;3;329;0,01;25,04;Germany;Western Europe;"Hans Marseille Verlag GmbH";"1977-1980, 2002-2019";"Obstetrics and Gynecology (Q4)"
175;21000195014;"Journal of SAFOG";journal;"09751920, 09748938";0,101;Q4;6;64;236;1108;7;221;0,03;17,31;India;Asiatic Region;"Jaypee Brothers Medical Publishers (P) Ltd";"2011-2019";"Obstetrics and Gynecology (Q4)"
176;59904;"Revista Iberoamericana de Fertilidad y Reproduccion Humana";journal;"11320249";0,101;Q4;6;0;30;0;1;21;0,10;0,00;Spain;Western Europe;"Sociedad Espanola de Fertilidad";"2002-2017";"Obstetrics and Gynecology (Q4); Reproductive Medicine (Q4)"
177;144835;"Seksuologia Polska";journal;"17319544, 17316677";0,101;Q4;5;5;37;177;1;35;0,00;35,40;Poland;Eastern Europe;"Via Medica";"2005-2019";"Endocrinology, Diabetes and Metabolism (Q4); Obstetrics and Gynecology (Q4); Urology (Q4)"
178;11700154382;"Journal fur Gynakologische Endokrinologie";journal;"19961553, 19976690";0,100;Q4;4;30;80;409;2;47;0,08;13,63;Austria;Western Europe;"Krause und Pachernegg GmbH";"2008-2020";"Endocrinology, Diabetes and Metabolism (Q4); Obstetrics and Gynecology (Q4); Reproductive Medicine (Q4)"
179;19970;"Journal fur Urologie und Urogynakologie";journal;"10236090, 16809424";0,100;Q4;6;27;81;385;2;58;0,06;14,26;Austria;Western Europe;"Krause und Pachernegg GmbH";"1999-2020";"Obstetrics and Gynecology (Q4); Urology (Q4)"
180;27461;"Schweizer Zeitschrift fur Gynakologie";journal;"16610199";0,100;Q4;2;26;143;232;0;106;0,00;8,92;Switzerland;Western Europe;"Rosenfluh Publikationen";"1997-2019";"Family Practice (Q4); Obstetrics and Gynecology (Q4)"
181;21100896357;"Contraception: X";journal;"25901516";;-;1;13;0;328;0;0;0,00;25,23;United States;Northern America;"Elsevier Inc.";"2019-2020";"Obstetrics and Gynecology; Reproductive Medicine"
182;21100898536;"European Journal of Obstetrics and Gynecology and Reproductive Biology: X";journal;"25901613";;-;1;76;0;2279;0;0;0,00;29,99;Ireland;Western Europe;"Elsevier Ireland Ltd";"2019-2020";"Obstetrics and Gynecology; Reproductive Medicine"
183;21100903867;"Reproductive Endocrinology";journal;"24111295, 23094117";;-;1;44;0;957;0;0;0,00;21,75;Ukraine;Eastern Europe;"Trylyst";"2019-2020";"Endocrinology, Diabetes and Metabolism; Obstetrics and Gynecology; Reproductive Medicine"
184;21100939610;"Russian Journal of Human Reproduction";journal;"10257217, 23094885";;-;1;70;0;2116;0;0;0,00;30,23;Russian Federation;Eastern Europe;"Media Sfera";"2019";"Embryology; Obstetrics and Gynecology; Reproductive Medicine"
185;21100933702;"Thai Journal of Obstetrics and Gynaecology";journal;"08576084, 26730871";;-;0;32;0;517;0;0;0,00;16,16;Thailand;Asiatic Region;"Royal Thai College of Obstetricians and Gynaecologists";"2019";"Obstetrics and Gynecology"
