Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
94;3200147817;"Journal of Pediatric Urology";journal;"14775131, 18734898";0,685;Q2;41;356;904;6278;1196;656;1,62;17,63;Netherlands;Western Europe;"Elsevier BV";"2005-2020";"Pediatrics, Perinatology and Child Health (Q2); Urology (Q2)"
95;20601;"Paediatric Drugs";journal;"11792019, 11745878";0,685;Q2;57;46;160;2903;386;147;2,82;63,11;United Kingdom;Western Europe;"Adis International Ltd";"1999-2020";"Pediatrics, Perinatology and Child Health (Q2); Pharmacology (medical) (Q2)"
96;22163;"Pediatric Surgery International";journal;"14379813, 01790358";0,683;Q2;61;203;551;4855;1012;537;1,85;23,92;Germany;Western Europe;"Springer Verlag";"1986-2020";"Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2); Surgery (Q2)"
97;21100811517;"Birth Defects Research";journal;"24721727";0,672;Q2;12;143;278;6949;505;245;2,06;48,59;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2017-2020";"Embryology (Q2); Health, Toxicology and Mutagenesis (Q2); Pediatrics, Perinatology and Child Health (Q2); Toxicology (Q2); Developmental Biology (Q3)"
98;13741;"International Journal of Pediatric Otorhinolaryngology";journal;"01655876, 18728464";0,668;Q2;73;476;1335;13289;1922;1267;1,36;27,92;Ireland;Western Europe;"Elsevier Ireland Ltd";"1979-2020";"Medicine (miscellaneous) (Q2); Otorhinolaryngology (Q2); Pediatrics, Perinatology and Child Health (Q2)"
99;18519;"Journal of Asthma";journal;"15324303, 02770903";0,664;Q2;68;302;452;10089;860;438;1,85;33,41;United States;Northern America;"Informa Healthcare";"1963-1976, 1978-2020";"Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2); Pulmonary and Respiratory Medicine (Q2); Immunology and Allergy (Q3)"
100;15753;"Pediatric Radiology";journal;"14321998, 03010449";0,655;Q2;81;252;717;6185;1383;620;2,38;24,54;Germany;Western Europe;"Springer Verlag";"1973-2020";"Pediatrics, Perinatology and Child Health (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
101;18578;"Paediatric Respiratory Reviews";journal;"15260550, 15260542";0,641;Q2;59;75;207;3371;480;193;2,47;44,95;United Kingdom;Western Europe;"W.B. Saunders Ltd";"2000-2020";"Pediatrics, Perinatology and Child Health (Q2); Pulmonary and Respiratory Medicine (Q2)"
102;15599;"Neuropediatrics";journal;"0174304X, 14391899";0,634;Q2;66;88;246;1420;334;199;1,59;16,14;Germany;Western Europe;"Hippokrates Verlag GmbH";"1980-2020";"Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2); Neurology (clinical) (Q3)"
103;20526;"Pediatric Cardiology";journal;"01720643, 14321971";0,631;Q2;68;241;694;5975;1018;651;1,56;24,79;United States;Northern America;"Springer New York";"1979-1980, 1982-2020";"Cardiology and Cardiovascular Medicine (Q2); Pediatrics, Perinatology and Child Health (Q2)"
104;15096;"Jornal de Pediatria";journal;"16784782, 00217557";0,630;Q2;48;167;309;5198;572;294;1,81;31,13;Brazil;Latin America;"Elsevier Editora Ltda";"1945-1965, 1973-2020";"Pediatrics, Perinatology and Child Health (Q2)"
105;14608;"Ophthalmic Genetics";journal;"13816810, 17445094";0,626;Q2;38;111;364;2534;411;286;1,34;22,83;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1981-2020";"Ophthalmology (Q2); Pediatrics, Perinatology and Child Health (Q2); Genetics (clinical) (Q3)"
106;24514;"Clinical Child Psychology and Psychiatry";journal;"13591045";0,625;Q2;51;72;130;2751;256;122;1,94;38,21;United States;Northern America;"SAGE Publications Ltd";"1996-2020";"Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2)"
107;21100931312;"BMJ Paediatrics Open";journal;"23999772";0,616;Q2;7;111;166;3243;277;156;1,78;29,22;United Kingdom;Western Europe;"BMJ Publishing Group";"2017-2020";"Pediatrics, Perinatology and Child Health (Q2)"
108;13824;"Birth Defects Research Part A - Clinical and Molecular Teratology";journal;"15420760, 15420752";0,614;Q2;72;0;110;0;184;96;0,00;0,00;United States;Northern America;"Wiley-Liss Inc.";"2003-2016";"Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2); Developmental Biology (Q3); Embryology (Q3)"
109;29882;"Journal of Child Sexual Abuse";journal;"10538712, 15470679";0,612;Q2;42;73;174;3602;271;163;1,50;49,34;United States;Northern America;"Routledge";"1992-2020";"Clinical Psychology (Q2); Pathology and Forensic Medicine (Q2); Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2)"
110;5300152725;"Journal of Children's Orthopaedics";journal;"18632521";0,597;Q2;31;79;250;2462;355;240;1,15;31,16;Germany;Western Europe;"British Editorial Society of Bone and Joint Surgery";"2007-2020";"Orthopedics and Sports Medicine (Q2); Pediatrics, Perinatology and Child Health (Q2)"
111;21114;"European Journal of Pediatric Surgery";journal;"09397248, 1439359X";0,574;Q2;46;79;251;2686;369;235;1,73;34,00;Germany;Western Europe;"Thieme Medical Publishers Inc.";"1980-2020";"Pediatrics, Perinatology and Child Health (Q2); Surgery (Q2)"
112;19386;"Seminars in Pediatric Neurology";journal;"10719091, 15580776";0,571;Q2;56;47;161;3073;231;139;1,43;65,38;United Kingdom;Western Europe;"W.B. Saunders Ltd";"1994-2020";"Pediatrics, Perinatology and Child Health (Q2); Neurology (clinical) (Q3)"
113;15053;"Infants and Young Children";journal;"08963746, 15505081";0,565;Q2;41;24;77;830;89;67;1,06;34,58;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1988-2020";"Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2); Developmental and Educational Psychology (Q3)"
114;15746;"Pediatric Physical Therapy";journal;"08985669, 1538005X";0,564;Q2;45;100;303;1819;258;163;1,45;18,19;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1989-2020";"Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2)"
115;21100211335;"Paediatrics and International Child Health";journal;"20469055, 20469047";0,558;Q2;42;72;179;1719;265;149;1,64;23,88;United Kingdom;Western Europe;"Maney Publishing";"2012-2020";"Pediatrics, Perinatology and Child Health (Q2)"
116;15097;"Journal of Child Health Care";journal;"17412889, 13674935";0,553;Q2;36;86;150;3020;246;136;1,55;35,12;United States;Northern America;"SAGE Publications Inc.";"1997-2020";"Pediatrics (Q1); Pediatrics, Perinatology and Child Health (Q2)"
117;7100153145;"Developmental Neurorehabilitation";journal;"17518423";0,551;Q2;53;93;163;3878;315;153;2,27;41,70;United Kingdom;Western Europe;"Informa Healthcare";"1997-1999, 2002-2003, 2005-2020";"Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2); Rehabilitation (Q2); Developmental Neuroscience (Q4)"
118;19700174938;"JCRPE Journal of Clinical Research in Pediatric Endocrinology";journal;"13085727, 13085735";0,546;Q2;31;67;240;1917;395;212;2,03;28,61;Turkey;Middle East;"Galenos Yayinevi";"2008-2020";"Pediatrics, Perinatology and Child Health (Q2); Endocrinology (Q3); Endocrinology, Diabetes and Metabolism (Q3)"
119;14985;"Current Problems in Pediatric and Adolescent Health Care";journal;"15383199, 15385442";0,542;Q2;40;51;151;2024;219;101;1,71;39,69;United States;Northern America;"Mosby Inc.";"1996-2020";"Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
120;15108;"Journal of Paediatrics and Child Health";journal;"10344810, 14401754";0,539;Q2;72;428;1070;7354;950;620;1,47;17,18;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1965-2020";"Pediatrics, Perinatology and Child Health (Q2)"
121;15076;"Italian Journal of Pediatrics";journal;"18247288, 17208424";0,525;Q2;36;171;429;5162;780;420;1,93;30,19;United Kingdom;Western Europe;"BioMed Central Ltd.";"1992, 2001-2020";"Pediatrics, Perinatology and Child Health (Q2)"
122;12600154758;"World Journal of Pediatrics";journal;"17088569, 18670687";0,518;Q2;28;111;273;3899;348;235;1,53;35,13;China;Asiatic Region;"Institute of Pediatrics of Zhejiang University";"2008-2020";"Pediatrics, Perinatology and Child Health (Q2)"
123;15770;"Physical and Occupational Therapy in Pediatrics";journal;"01942638, 15413144";0,513;Q2;43;63;116;2254;206;107;1,85;35,78;United States;Northern America;"Informa Healthcare";"1980-2020";"Medicine (miscellaneous) (Q2); Occupational Therapy (Q2); Pediatrics, Perinatology and Child Health (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2)"
124;14874;"Child's Nervous System";journal;"02567040, 14330350";0,509;Q2;80;416;1052;10314;1231;837;1,42;24,79;Germany;Western Europe;"Springer Verlag";"1985-2020";"Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2); Neurology (clinical) (Q3)"
125;21100941746;"Global Pediatric Health";journal;"2333794X";0,508;Q2;1;39;1;1188;1;1;1,00;30,46;United States;Northern America;"SAGE Publications Inc.";"2018-2020";"Pediatrics (Q1); Pediatrics, Perinatology and Child Health (Q2)"
126;4000151902;"Journal of the Canadian Academy of Child and Adolescent Psychiatry";journal;"17198429";0,506;Q2;33;20;77;514;107;62;1,25;25,70;Canada;Northern America;"Canadian Academy of Child and Adolescent Psychiatry";"2006-2019";"Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2)"
127;24898;"Pediatric Dermatology";journal;"15251470, 07368046";0,506;Q2;71;304;907;3959;953;794;1,14;13,02;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1983-2020";"Dermatology (Q2); Pediatrics, Perinatology and Child Health (Q2)"
128;144614;"Twin Research and Human Genetics";journal;"18392628, 18324274";0,501;Q2;80;125;214;4212;294;208;1,22;33,70;United Kingdom;Western Europe;"Cambridge University Press";"2005-2020";"Pediatrics, Perinatology and Child Health (Q2); Obstetrics and Gynecology (Q3); Genetics (clinical) (Q4)"
129;21100784713;"Translational Pediatrics";journal;"22244344, 22244336";0,492;Q2;9;31;163;1505;269;128;2,36;48,55;China;Asiatic Region;"AME Publishing Company";"2016-2019";"Pediatrics, Perinatology and Child Health (Q2)"
130;14441;"Advances in Neonatal Care";journal;"15360911, 15360903";0,484;Q2;39;86;245;2233;337;218;1,32;25,97;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"2002-2020";"Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
131;26179;"Journal of Pediatric Endocrinology and Metabolism";journal;"0334018X, 21910251";0,478;Q2;63;201;608;5447;804;592;1,30;27,10;Germany;Western Europe;"Walter de Gruyter GmbH";"1985-2020";"Pediatrics, Perinatology and Child Health (Q2); Endocrinology (Q3); Endocrinology, Diabetes and Metabolism (Q3)"
132;15755;"Pediatric Transplantation";journal;"13973142, 13993046";0,473;Q2;67;240;633;6533;749;544;1,35;27,22;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1997-2020";"Pediatrics, Perinatology and Child Health (Q2); Transplantation (Q3)"
133;5800179585;"European archives of paediatric dentistry : official journal of the European Academy of Paediatric Dentistry";journal;"19969805, 18186300";0,469;Q2;36;103;173;3196;218;159;1,14;31,03;Germany;Western Europe;"Springer Verlag";"2006-2020";"Dentistry (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
134;15738;"Pediatric Hematology and Oncology";journal;"08880018, 15210669";0,464;Q2;40;57;159;1475;177;138;1,18;25,88;United Kingdom;Western Europe;"Informa Healthcare";"1984-2020";"Pediatrics, Perinatology and Child Health (Q2); Hematology (Q3); Oncology (Q3)"
135;21100232211;"Nestle Nutrition Institute Workshop Series";journal;"16642155, 16642147";0,462;Q2;28;48;112;1036;134;94;1,45;21,58;Switzerland;Western Europe;"S. Karger AG";"2010-2020";"Food Science (Q2); Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2); Nutrition and Dietetics (Q3)"
136;25027;"European Journal of Paediatric Dentistry";journal;"1591996X, 2035648X";0,460;Q2;31;60;186;1692;279;170;1,56;28,20;Italy;Western Europe;"Italian Society of Paediatric Dentistry";"2001-2020";"Dentistry (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
137;14492;"Archives of Disease in Childhood: Education and Practice Edition";journal;"17430593, 17430585";0,453;Q2;27;159;267;1594;201;173;0,98;10,03;United Kingdom;Western Europe;"BMJ Publishing Group";"2004-2020";"Pediatrics, Perinatology and Child Health (Q2)"
138;15764;"Pediatrics International";journal;"13288067, 1442200X";0,451;Q2;59;294;861;5242;859;627;1,45;17,83;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1958-1961, 1963-1981, 1983-2020";"Pediatrics, Perinatology and Child Health (Q2)"
139;12600154735;"Pediatrics and Neonatology";journal;"18759572, 22121692";0,446;Q2;32;158;356;3304;493;311;1,61;20,91;Singapore;Asiatic Region;"Elsevier (Singapore) Pte Ltd";"2008-2020";"Pediatrics, Perinatology and Child Health (Q2)"
140;21100848403;"Journal of Pediatric Pharmacology and Therapeutics";journal;"15516776, 2331348X";0,445;Q2;13;69;179;1704;245;168;1,29;24,70;United States;Northern America;"Pediatric Pharmacology Advocacy Group, Inc.";"2015-2020";"Pediatrics, Perinatology and Child Health (Q2); Pharmacology (medical) (Q3)"
141;15119;"Journal of Tropical Pediatrics";journal;"14653664, 01426338";0,444;Q2;50;105;248;2582;240;225;0,87;24,59;United Kingdom;Western Europe;"Oxford University Press";"1955-2020";"Pediatrics, Perinatology and Child Health (Q2); Infectious Diseases (Q3)"
142;19700188116;"Korean Journal of Pediatrics";journal;"17831061, 20927258";0,440;Q2;23;78;255;2019;344;247;1,39;25,88;South Korea;Asiatic Region;"Korean Pediatric Society";"2010-2020";"Pediatrics (Q2); Pediatrics, Perinatology and Child Health (Q2)"
143;15722;"Pediatric Emergency Care";journal;"07495161, 15351815";0,434;Q2;63;271;758;5876;632;679;0,91;21,68;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1985-2020";"Emergency Medicine (Q2); Pediatrics, Perinatology and Child Health (Q2); Medicine (miscellaneous) (Q3)"
144;5700169553;"Residential Treatment for Children and Youth";journal;"0886571X";0,432;Q2;21;42;63;1675;65;54;0,68;39,88;United States;Northern America;"Routledge";"1986-2005, 2007-2020";"Law (Q1); Pediatrics, Perinatology and Child Health (Q2)"
145;14508;"Journal of Pediatric Ophthalmology and Strabismus";journal;"19382405, 01913913";0,429;Q2;44;107;311;883;209;246;0,75;8,25;United States;Northern America;"Slack Incorporated";"1978-2020";"Pediatrics, Perinatology and Child Health (Q2); Medicine (miscellaneous) (Q3); Ophthalmology (Q3)"
146;29851;"Congenital Anomalies (discontinued)";journal;"09143505";0,426;Q2;28;13;129;0;160;98;1,64;0,00;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1973-2019";"Pediatrics, Perinatology and Child Health (Q2); Embryology (Q3); Medicine (miscellaneous) (Q3); Developmental Biology (Q4)"
147;21100900065;"International Journal of Neonatal Screening";journal;"2409515X";0,426;Q2;7;41;87;1185;87;82;1,14;28,90;Switzerland;Western Europe;"MDPI Multidisciplinary Digital Publishing Institute";"2015-2020";"Pediatrics, Perinatology and Child Health (Q2); Obstetrics and Gynecology (Q3); Immunology and Microbiology (miscellaneous)  (Q4)"
148;15114;"Journal of Pediatric Health Care";journal;"08915245, 1532656X";0,416;Q2;46;106;292;3200;344;256;1,31;30,19;United States;Northern America;"Mosby Inc.";"1987-2020";"Pediatrics, Perinatology and Child Health (Q2)"
149;21100873115;"Annals of Pediatric Endocrinology and Metabolism";journal;"22871012, 22871292";0,412;Q2;6;44;52;1387;67;49;1,23;31,52;South Korea;Asiatic Region;"Korean society of pediatric endocrinology";"2015-2016, 2018-2019";"Pediatrics, Perinatology and Child Health (Q2); Endocrinology, Diabetes and Metabolism (Q3)"
150;12261;"Journal of Pediatric Orthopaedics Part B";journal;"14735865, 1060152X";0,411;Q2;51;103;309;2577;278;298;0,90;25,02;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1989, 1992-2020";"Pediatrics, Perinatology and Child Health (Q2); Orthopedics and Sports Medicine (Q3)"
151;19700174681;"Revista Paulista de Pediatria";journal;"19840462, 01030582";0,411;Q2;17;93;239;2049;284;216;0,96;22,03;Brazil;Latin America;"Sao Paulo Pediatric Society";"2010-2020";"Pediatrics, Perinatology and Child Health (Q2)"
152;14955;"Clinical Pediatrics";journal;"19382707, 00099228";0,409;Q2;61;242;708;5111;671;652;0,94;21,12;United States;Northern America;"SAGE Publications Inc.";"1962-2020";"Pediatrics, Perinatology and Child Health (Q2)"
153;30072;"Journal of Reproductive and Infant Psychology";journal;"1469672X, 02646838";0,407;Q2;44;67;143;2957;196;129;1,45;44,13;United States;Northern America;"Routledge";"1983-2020";"Pediatrics, Perinatology and Child Health (Q2); Obstetrics and Gynecology (Q3); Psychology (miscellaneous) (Q3); Reproductive Medicine (Q3)"
154;19700175157;"Journal of Neonatal-Perinatal Medicine";journal;"18784429, 19345798";0,405;Q3;16;60;203;1186;210;202;0,90;19,77;Netherlands;Western Europe;"IOS Press";"2008-2020";"Pediatrics, Perinatology and Child Health (Q3)"
155;29956;"Journal of Pediatric Hematology/Oncology";journal;"10774114, 15363678";0,403;Q3;75;386;782;7541;781;701;1,04;19,54;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1979, 1981-2020";"Hematology (Q3); Oncology (Q3); Pediatrics, Perinatology and Child Health (Q3)"
156;21100854136;"Journal of Inborn Errors of Metabolism and Screening";journal;"23264098, 23264594";0,390;Q3;4;0;20;0;27;20;0,00;0,00;United States;Northern America;"SAGE Publications Inc.";"2015-2017";"Endocrinology, Diabetes and Metabolism (Q3); Pediatrics, Perinatology and Child Health (Q3); Genetics (clinical) (Q4)"
157;5800207394;"Child Care in Practice";journal;"13575279";0,388;Q3;19;61;96;2789;87;80;1,17;45,72;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1994-2020";"Community and Home Care (Q2); Education (Q2); Pediatrics (Q2); Developmental and Educational Psychology (Q3); Health (social science) (Q3); Pediatrics, Perinatology and Child Health (Q3)"
158;15658;"Paediatrics and Child Health";journal;"12057088, 19181485";0,388;Q3;39;139;312;3451;298;242;1,19;24,83;Canada;Northern America;"Oxford University Press";"2000-2020";"Pediatrics, Perinatology and Child Health (Q3)"
159;144793;"Kindheit und Entwicklung";journal;"09425403";0,386;Q3;32;27;80;1173;114;79;1,31;43,44;Germany;Western Europe;"Hogrefe Verlag GmbH and Co. KG";"2004-2020";"Developmental and Educational Psychology (Q3); Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q3)"
160;21100854888;"Pediatric Hematology Oncology Journal";journal;"24681245";0,380;Q3;1;0;2;0;2;2;0,00;0,00;Netherlands;Western Europe;"Pediatric Hematology Oncology Chapter of Indian Academy of Pediatrics";"2016";"Hematology (Q3); Oncology (Q3); Pediatrics, Perinatology and Child Health (Q3)"
161;25668;"Journal of Clinical Pediatric Dentistry";journal;"10534628";0,373;Q3;39;72;254;2117;276;254;0,90;29,40;United States;Northern America;"Journal of Clinical Pediatric Dentistry";"1990-2020";"Dentistry (miscellaneous) (Q2); Medicine (miscellaneous) (Q3); Pediatrics, Perinatology and Child Health (Q3)"
162;19900191409;"Partner Abuse";journal;"19466560, 19466579";0,373;Q3;4;25;43;1470;47;43;1,09;58,80;United States;Northern America;"Springer Publishing Company";"2017-2020";"Gender Studies (Q2); Law (Q2); Clinical Psychology (Q3); Health (social science) (Q3); Pediatrics, Perinatology and Child Health (Q3); Social Psychology (Q3)"
163;33319;"Pediatria Medica e Chirurgica";journal;"03915387, 24207748";0,372;Q3;15;6;100;69;45;47;0,97;11,50;Italy;Western Europe;"Vicenza Pediatria Medica E Chirurgica";"1979-2019";"Pediatrics, Perinatology and Child Health (Q3); Surgery (Q3)"
164;22531;"Cardiology in the Young";journal;"10479511, 14671107";0,367;Q3;51;382;849;6817;769;802;0,93;17,85;United Kingdom;Western Europe;"Cambridge University Press";"1991-2020";"Cardiology and Cardiovascular Medicine (Q3); Medicine (miscellaneous) (Q3); Pediatrics, Perinatology and Child Health (Q3)"
165;21100432437;"Pediatric Gastroenterology, Hepatology and Nutrition";journal;"22348646, 22348840";0,362;Q3;16;73;132;2222;160;131;1,19;30,44;South Korea;Asiatic Region;"Korean Society of Pediartic Gastroenterology, Hepatology and Nutrition";"2012-2020";"Gastroenterology (Q3); Pediatrics, Perinatology and Child Health (Q3); Hepatology (Q4)"
166;15028;"Indian Journal of Pediatrics";journal;"09737693, 00195456";0,361;Q3;46;337;898;4533;650;503;1,35;13,45;India;Asiatic Region;"Springer India";"1936-2020";"Pediatrics, Perinatology and Child Health (Q3)"
167;15705;"Pediatric Annals";journal;"00904481, 19382359";0,360;Q3;32;106;329;2137;273;242;1,25;20,16;United States;Northern America;"Slack Incorporated";"1974-2020";"Pediatrics, Perinatology and Child Health (Q3)"
168;4700152439;"Current Pediatric Reviews";journal;"15733963";0,357;Q3;19;32;98;1931;122;85;1,41;60,34;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"2006-2019";"Pediatrics, Perinatology and Child Health (Q3)"
169;21100332435;"World journal for pediatric & congenital heart surgery";journal;"2150136X, 21501351";0,354;Q3;19;44;339;0;279;316;0,77;0,00;United States;Northern America;"Sage Periodicals Press";"2010-2019";"Cardiology and Cardiovascular Medicine (Q3); Medicine (miscellaneous) (Q3); Pediatrics, Perinatology and Child Health (Q3); Surgery (Q3)"
170;21100329893;"Advances in School Mental Health Promotion";journal;"20498535, 1754730X";0,353;Q3;18;0;34;0;40;29;1,19;0,00;United States;Northern America;"Routledge";"2008-2017";"Pediatrics (Q2); Developmental and Educational Psychology (Q3); Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
171;21100391100;"Psychoanalytic Study of the Child";journal;"00797308";0,347;Q3;18;24;41;355;22;40;0,55;14,79;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1945-1946, 1958, 1960-1961, 1963, 1965-1972, 1974-2009, 2011-2015, 2017-2019";"Developmental and Educational Psychology (Q3); Medicine (miscellaneous) (Q3); Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q3)"
172;21100854820;"Current Treatment Options in Pediatrics";journal;"21986088";0,346;Q3;3;40;7;2257;8;6;0,00;56,43;Switzerland;Western Europe;"Springer International Publishing AG";"2015-2017, 2019-2020";"Pediatrics, Perinatology and Child Health (Q3)"
173;18576;"Pediatric Neurosurgery";journal;"10162291, 14230305";0,337;Q3;70;67;219;1451;196;207;1,08;21,66;Switzerland;Western Europe;"S. Karger AG";"1955, 1975-1985, 1987-2020";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3); Pediatrics, Perinatology and Child Health (Q3); Surgery (Q3)"
174;21100240300;"Clinical Dysmorphology";journal;"14735717, 09628827";0,336;Q3;27;49;141;706;77;134;0,56;14,41;United Kingdom;Western Europe;"Lippincott Williams and Wilkins";"1992-2020";"Anatomy (Q3); Medicine (miscellaneous) (Q3); Pathology and Forensic Medicine (Q3); Pediatrics, Perinatology and Child Health (Q3); Genetics (clinical) (Q4)"
175;15405;"Journal of Child Psychotherapy";journal;"14699370, 0075417X";0,330;Q3;21;26;93;657;27;57;0,56;25,27;United Kingdom;Western Europe;"Routledge";"1963-2020";"Clinical Psychology (Q3); Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q3)"
176;15704;"Pediatric and Developmental Pathology";journal;"10935266, 16155742";0,329;Q3;58;107;206;2547;187;192;0,95;23,80;United States;Northern America;"SAGE Publications Inc.";"1998-2020";"Medicine (miscellaneous) (Q3); Pathology and Forensic Medicine (Q3); Pediatrics, Perinatology and Child Health (Q3)"
177;200147135;"Journal of Child and Adolescent Mental Health";journal;"17280591, 17280583";0,319;Q3;15;19;55;804;58;53;0,97;42,32;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2005-2020";"Clinical Psychology (Q3); Developmental and Educational Psychology (Q3); Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q3)"
178;19700175158;"Journal of Pediatric Rehabilitation Medicine";journal;"18745393, 18758894";0,312;Q3;20;50;147;1336;137;129;1,08;26,72;Netherlands;Western Europe;"IOS Press";"2007-2019";"Pediatrics, Perinatology and Child Health (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Rehabilitation (Q3)"
179;4700152203;"Revista Brasileira de Saude Materno Infantil";journal;"15193829";0,306;Q3;19;55;145;1434;76;125;0,42;26,07;Brazil;Latin America;"Instituto Materno Infantil Professor Fernando Figueira";"2002, 2005-2019";"Obstetrics and Gynecology (Q3); Pediatrics, Perinatology and Child Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
180;14952;"Clinical Pediatric Endocrinology";journal;"09185739, 13477358";0,305;Q3;13;21;84;394;101;70;1,16;18,76;Japan;Asiatic Region;"Jeff Corporation Co. Ltd";"1992-2020";"Endocrinology, Diabetes and Metabolism (Q3); Pediatrics, Perinatology and Child Health (Q3); Endocrinology (Q4)"
181;21100824878;"Clinical Practice in Pediatric Psychology";journal;"21694826, 21694834";0,296;Q3;12;45;131;906;101;116;0,80;20,13;United States;Northern America;"American Psychological Association Inc.";"2013-2020";"Applied Psychology (Q3); Clinical Psychology (Q3); Developmental and Educational Psychology (Q3); Pediatrics, Perinatology and Child Health (Q3)"
182;21100853954;"International Journal of Pediatric Endocrinology";journal;"16879856, 16879848";0,290;Q3;5;0;2;0;2;2;0,00;0,00;United Kingdom;Western Europe;"BioMed Central Ltd.";"2014, 2016";"Endocrinology, Diabetes and Metabolism (Q3); Pediatrics, Perinatology and Child Health (Q3); Endocrinology (Q4)"
183;15285;"Zeitschrift fur Padagogik";journal;"00443247";0,290;Q3;21;32;144;1444;57;139;0,31;45,13;Germany;Western Europe;"Verlag Julius Beltz GmbH";"1996-2019";"Education (Q3); Pediatrics, Perinatology and Child Health (Q3)"
184;29216;"Children's Health Care";journal;"15326888, 02739615";0,286;Q3;38;29;79;1474;61;78;0,65;50,83;United States;Northern America;"Routledge";"1980-2020";"Clinical Psychology (Q3); Developmental and Educational Psychology (Q3); Pediatrics, Perinatology and Child Health (Q3)"
185;15030;"Indian Pediatrics";journal;"09747559, 00196061";0,285;Q3;49;284;974;3164;543;712;0,86;11,14;India;Asiatic Region;"Springer India";"1964-2020";"Pediatrics, Perinatology and Child Health (Q3)"
186;19700175088;"Annals of Pediatric Cardiology";journal;"09742069, 09745149";0,282;Q3;17;77;215;1211;133;174;0,68;15,73;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2009-2020";"Cardiology and Cardiovascular Medicine (Q3); Pediatrics, Perinatology and Child Health (Q3)"
187;15758;"Pediatrics in Review";journal;"01919601, 15263347";0,275;Q3;44;146;416;310;217;330;0,57;2,12;United States;Northern America;"American Academy of Pediatrics";"1986-2020";"Medicine (miscellaneous) (Q3); Pediatrics, Perinatology and Child Health (Q3)"
188;21100901159;"International Journal of Child Care and Education Policy";journal;"19765681, 22886729";0,273;Q3;11;10;40;499;33;40;0,58;49,90;Singapore;Asiatic Region;"Springer Open";"2007-2020";"Sociology and Political Science (Q2); Community and Home Care (Q3); Education (Q3); Pediatrics (Q3); Pediatrics, Perinatology and Child Health (Q3)"
