Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
99;99014;"Critical Public Health";journal;"09581596, 14693682";1,053;Q1;43;95;176;4316;472;130;3,37;45,43;United Kingdom;Western Europe;"Routledge";"1990-1995, 1997-2020";"Public Health, Environmental and Occupational Health (Q1)"
100;21100324439;"npj Primary Care Respiratory Medicine";journal;"20551010";1,052;Q1;21;45;193;1739;567;169;3,42;38,64;United Kingdom;Western Europe;"Nature Publishing Group";"2014-2020";"Family Practice (Q1); Public Health, Environmental and Occupational Health (Q1); Pulmonary and Respiratory Medicine (Q1)"
101;20733;"European Journal of Public Health";journal;"1464360X, 11011262";1,048;Q1;85;223;724;6619;1649;650;2,29;29,68;United Kingdom;Western Europe;"Oxford University Press";"1991-2020";"Public Health, Environmental and Occupational Health (Q1)"
102;5300152615;"International Journal of Public Health";journal;"16618564, 16618556";1,048;Q1;59;156;403;5355;973;345;2,70;34,33;Switzerland;Western Europe;"Birkhauser Verlag Basel";"2007-2020";"Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q1)"
103;19900191754;"Conflict and Health";journal;"17521505";1,036;Q1;26;59;113;2469;256;107;2,16;41,85;United Kingdom;Western Europe;"BioMed Central Ltd.";"2010-2020";"Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q1)"
104;22538;"Public Health Reports";journal;"00333549, 14682877";1,035;Q1;88;113;415;3800;699;328;1,81;33,63;United States;Northern America;"SAGE Publications Inc.";"1945-1970, 1974-2020";"Public Health, Environmental and Occupational Health (Q1)"
105;14734;"International Journal for Quality in Health Care";journal;"13534505, 14643677";1,034;Q1;88;138;402;3570;839;366;1,93;25,87;United Kingdom;Western Europe;"Oxford University Press";"1989-2020";"Health Policy (Q1); Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)"
106;27658;"Maternal and Child Health Journal";journal;"10927875, 15736628";1,014;Q1;80;204;801;6234;1710;754;2,10;30,56;United States;Northern America;"Springer GmbH &amp; Co, Auslieferungs-Gesellschaf";"1997-2020";"Obstetrics and Gynecology (Q1); Pediatrics, Perinatology and Child Health (Q1); Public Health, Environmental and Occupational Health (Q1); Epidemiology (Q2)"
107;21100205998;"Pathogens and Global Health";journal;"20477724, 20477732";1,010;Q1;67;46;161;2385;343;144;2,56;51,85;United Kingdom;Western Europe;"Maney Publishing";"2012-2020";"Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1); Infectious Diseases (Q2); Microbiology (Q2); Parasitology (Q2)"
108;21100372295;"Preventive Medicine Reports";journal;"22113355";1,010;Q1;24;256;567;9189;1621;558;2,61;35,89;Netherlands;Western Europe;"Elsevier BV";"2014-2020";"Health Informatics (Q1); Public Health, Environmental and Occupational Health (Q1)"
109;14012;"Psychology and Health";journal;"08870446, 14768321";1,007;Q1;85;124;269;7180;741;240;2,96;57,90;United Kingdom;Western Europe;"Routledge";"1987-2020";"Public Health, Environmental and Occupational Health (Q1); Applied Psychology (Q2)"
110;20846;"Health and Quality of Life Outcomes";journal;"14777525";0,999;Q1;105;191;662;7756;1841;649;2,60;40,61;United Kingdom;Western Europe;"BioMed Central Ltd.";"2003-2020";"Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)"
111;21100310028;"Journal of Transport and Health";journal;"22141405";0,997;Q1;23;150;351;7449;960;319;2,64;49,66;Netherlands;Western Europe;"Elsevier BV";"2013-2020";"Health Policy (Q1); Pollution (Q1); Public Health, Environmental and Occupational Health (Q1); Safety Research (Q1); Safety, Risk, Reliability and Quality (Q1); Transportation (Q2)"
112;21786;"American Journal of Infection Control";journal;"15273296, 01966553";0,989;Q1;104;412;1199;9804;2495;997;2,40;23,80;United States;Northern America;"Mosby Inc.";"1980-2020";"Health Policy (Q1); Public Health, Environmental and Occupational Health (Q1); Epidemiology (Q2); Infectious Diseases (Q2)"
113;15054;"Injury Prevention";journal;"14755785, 13538047";0,989;Q1;78;165;284;4825;668;237;2,21;29,24;United Kingdom;Western Europe;"BMJ Publishing Group";"1995-2020";"Public Health, Environmental and Occupational Health (Q1)"
114;24413;"Community Dentistry and Oral Epidemiology";journal;"03015661, 16000528";0,984;Q1;96;66;220;2522;530;206;2,39;38,21;Denmark;Western Europe;"Blackwell Munksgaard";"1973-2020";"Dentistry (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)"
115;23288;"Topics in Early Childhood Special Education";journal;"02711214, 15384845";0,977;Q1;52;36;56;1622;116;54;1,84;45,06;United States;Northern America;"SAGE Publications Inc.";"1981-2020";"Education (Q1); Public Health, Environmental and Occupational Health (Q1)"
116;19700182697;"Risk Management and Healthcare Policy";journal;"11791594";0,968;Q1;19;38;76;1435;227;73;2,84;37,76;New Zealand;Pacific Region;"Dove Medical Press Ltd.";"2010-2020";"Health Policy (Q1); Public Health, Environmental and Occupational Health (Q1)"
117;19700166518;"International Journal of Mental Health Systems";journal;"17524458";0,965;Q1;31;76;220;3628;541;204;2,33;47,74;United Kingdom;Western Europe;"BioMed Central Ltd.";"2007-2020";"Health Policy (Q1); Psychiatric Mental Health (Q1); Public Health, Environmental and Occupational Health (Q1); Psychiatry and Mental Health (Q2)"
118;21463;"International Journal of Health Geographics";journal;"1476072X";0,961;Q1;68;31;134;1625;480;130;3,65;52,42;United Kingdom;Western Europe;"BioMed Central Ltd.";"2002-2020";"Business, Management and Accounting (miscellaneous) (Q1); Computer Science (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)"
119;5200153105;"Zoonoses and Public Health";journal;"18631959, 18632378";0,957;Q1;61;114;306;4763;713;302;2,38;41,78;Germany;Western Europe;"Wiley-Blackwell Publishing Ltd";"2007-2020";"Public Health, Environmental and Occupational Health (Q1); Veterinary (miscellaneous) (Q1); Epidemiology (Q2); Immunology and Microbiology (miscellaneous)  (Q2); Infectious Diseases (Q2)"
120;14236;"Culture, Health and Sexuality";journal;"14645351, 13691058";0,952;Q1;60;154;307;6547;678;280;2,52;42,51;United Kingdom;Western Europe;"Routledge";"1999-2020";"Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q1)"
121;18831;"Scandinavian Journal of Primary Health Care";journal;"02813432, 15027724";0,945;Q1;52;62;169;1675;361;155;2,21;27,02;United Kingdom;Western Europe;"Informa Healthcare";"1983-2020";"Public Health, Environmental and Occupational Health (Q1)"
122;5800179609;"Global Public Health";journal;"17441706, 17441692";0,940;Q1;37;160;333;8256;764;312;2,00;51,60;United Kingdom;Western Europe;"Routledge";"2006-2020";"Public Health, Environmental and Occupational Health (Q1)"
123;12400154748;"Population Health Management";journal;"19427905, 19427891";0,935;Q1;38;87;238;2200;403;195;2,14;25,29;United States;Northern America;"Mary Ann Liebert Inc.";"2008-2020";"Health Policy (Q1); Leadership and Management (Q1); Public Health, Environmental and Occupational Health (Q1)"
124;15916;"Journal of Health Communication";journal;"10810730, 10870415";0,911;Q1;81;90;391;4510;979;384;2,10;50,11;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2020";"Communication (Q1); Health (social science) (Q1); Library and Information Sciences (Q1); Public Health, Environmental and Occupational Health (Q1)"
125;18842;"Scandinavian Journal of Public Health";journal;"14034948, 16511905";0,902;Q1;79;169;412;5224;922;373;2,29;30,91;United Kingdom;Western Europe;"SAGE Publications Ltd";"1973-1982, 1984-1986, 1988-2020";"Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)"
126;29763;"European Journal of Cancer Prevention";journal;"14735709, 09598278";0,895;Q1;75;89;273;2945;617;244;2,59;33,09;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1991-2020";"Public Health, Environmental and Occupational Health (Q1); Epidemiology (Q2); Oncology (Q2); Cancer Research (Q3)"
127;19450;"Journal of Health, Population and Nutrition";journal;"16060997";0,894;Q1;56;48;117;1012;267;114;2,10;21,08;Bangladesh;Asiatic Region;"BioMed Central Ltd.";"2000-2020";"Food Science (Q1); Health, Toxicology and Mutagenesis (Q1); Public Health, Environmental and Occupational Health (Q1)"
128;19605;"Australian and New Zealand Journal of Public Health";journal;"13260200, 17536405";0,885;Q1;73;100;401;3432;841;308;2,71;34,32;United States;Northern America;"Wiley-Blackwell";"1996-2020";"Public Health, Environmental and Occupational Health (Q1)"
129;21908;"Journal of School Health";journal;"00224391, 17461561";0,885;Q1;82;113;323;4384;647;313;1,94;38,80;United States;Northern America;"Wiley-Blackwell";"1930-2020";"Education (Q1); Philosophy (Q1); Public Health, Environmental and Occupational Health (Q1)"
130;21100228106;"AIDS Research and Treatment";journal;"20901240, 20901259";0,882;Q1;24;16;64;532;127;63;1,76;33,25;United States;Northern America;"Hindawi Publishing Corporation";"2010-2020";"Dermatology (Q1); Public Health, Environmental and Occupational Health (Q1); Immunology and Allergy (Q2); Infectious Diseases (Q2)"
131;19619;"BMC International Health and Human Rights";journal;"1472698X";0,881;Q1;37;33;108;1494;245;105;2,03;45,27;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Public Health, Environmental and Occupational Health (Q1)"
132;14561;"Child: Care, Health and Development";journal;"03051862, 13652214";0,871;Q1;78;94;309;3656;749;301;2,19;38,89;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1975-2020";"Pediatrics, Perinatology and Child Health (Q1); Public Health, Environmental and Occupational Health (Q1); Developmental and Educational Psychology (Q2)"
133;21100853495;"Public Health Action";journal;"22208372";0,869;Q1;10;0;26;0;46;23;0,00;0,00;France;Western Europe;"International Union Against Tuberculosis and Lung Disease (The Union)";"2014-2016";"Health Policy (Q1); Public Health, Environmental and Occupational Health (Q1)"
134;19400157146;"Food Additives and Contaminants: Part B Surveillance";journal;"19393210, 19393229";0,865;Q1;24;43;126;1404;377;126;2,95;32,65;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2020";"Food Science (Q1); Public Health, Environmental and Occupational Health (Q1); Toxicology (Q2)"
135;19545;"AIDS Education and Prevention";journal;"19432755, 08999546";0,847;Q1;71;40;135;1697;241;128;1,64;42,43;United States;Northern America;"Guilford Publications";"1989-2020";"Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q1); Infectious Diseases (Q2); Medicine (miscellaneous) (Q2)"
136;23046;"Transactions of the Royal Society of Tropical Medicine and Hygiene";journal;"18783503, 00359203";0,841;Q1;101;132;266;3992;499;244;1,70;30,24;United Kingdom;Western Europe;"Oxford University Press";"1907-2020";"Public Health, Environmental and Occupational Health (Q1); Infectious Diseases (Q2); Medicine (miscellaneous) (Q2); Parasitology (Q2)"
137;27620;"American Journal of Health Promotion";journal;"08901171";0,838;Q2;87;189;400;4968;693;329;2,11;26,29;United States;Northern America;"SAGE Publications Inc.";"1986-2020";"Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q2)"
138;19700173130;"Food and Nutrition Research";journal;"1654661X, 16546628";0,833;Q2;34;50;271;2360;941;260;3,83;47,20;United Kingdom;Western Europe;"Swedish Nutrition Foundation";"2008-2020";"Food Science (Q1); Nutrition and Dietetics (Q2); Public Health, Environmental and Occupational Health (Q2)"
139;22443;"Journal of Medical Screening";journal;"09691413, 14755793";0,833;Q2;61;46;133;1058;224;104;2,13;23,00;United Kingdom;Western Europe;"SAGE Publications Ltd";"1994-2020";"Health Policy (Q2); Public Health, Environmental and Occupational Health (Q2)"
140;11300153406;"Disability and Health Journal";journal;"19366574, 18767583";0,831;Q2;33;110;299;3949;650;268;2,30;35,90;Netherlands;Western Europe;"Elsevier Inc.";"2008-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
141;16925;"American Journal of Community Psychology";journal;"00910562, 15732770";0,829;Q2;109;100;263;5936;629;230;2,33;59,36;United States;Northern America;"Wiley-Blackwell";"1973-2020";"Health (social science) (Q1); Social Work (Q1); Applied Psychology (Q2); Public Health, Environmental and Occupational Health (Q2)"
142;78905;"Research and Practice for Persons with Severe Disabilities";journal;"15407969";0,826;Q2;42;21;58;888;111;56;1,73;42,29;United States;Northern America;"SAGE Publications Inc.";"1975-1980, 1986, 1988, 1992-2020";"Health Professions (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q2); Social Psychology (Q2)"
143;16800154711;"Journal of Infection and Public Health";journal;"18760341, 1876035X";0,825;Q2;30;234;463;6711;1122;395;2,65;28,68;Netherlands;Western Europe;"Elsevier BV";"2008-2020";"Infectious Diseases (Q2); Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
144;21100782431;"Society and Mental Health";journal;"21568731, 21568693";0,825;Q2;20;33;40;2478;87;39;2,35;75,09;United States;Northern America;"SAGE Publications Inc.";"2011-2020";"Psychiatry and Mental Health (Q2); Public Health, Environmental and Occupational Health (Q2)"
145;13377;"Health Services and Outcomes Research Methodology";journal;"13873741, 15729400";0,824;Q2;27;15;47;540;84;46;1,34;36,00;Netherlands;Western Europe;"Springer Netherlands";"2000-2004, 2006-2020";"Health Policy (Q2); Public Health, Environmental and Occupational Health (Q2)"
146;21100927981;"Tropical Medicine and Infectious Disease";journal;"24146366";0,820;Q2;9;134;184;6070;375;178;2,14;45,30;Switzerland;Western Europe;"MDPI AG";"2016-2020";"Immunology and Microbiology (miscellaneous)  (Q2); Infectious Diseases (Q2); Public Health, Environmental and Occupational Health (Q2)"
147;21100889671;"Global Health, Epidemiology and Genomics";journal;"20544200";0,817;Q2;6;8;59;153;110;53;2,20;19,13;United Kingdom;Western Europe;"Cambridge University Press";"2016-2020";"Public Health, Environmental and Occupational Health (Q2); Epidemiology (Q3)"
148;11900154332;"Expert Review of Respiratory Medicine";journal;"17469902, 17476348";0,816;Q2;37;119;331;9917;735;285;2,79;83,34;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2007-2020";"Public Health, Environmental and Occupational Health (Q2); Pulmonary and Respiratory Medicine (Q2); Immunology and Allergy (Q3)"
149;12252;"Journal of Public Health";journal;"17413850, 17413842";0,812;Q2;78;157;579;4019;1016;525;1,66;25,60;United Kingdom;Western Europe;"Oxford University Press";"1980-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
150;21100433204;"Health promotion and chronic disease prevention in Canada : research, policy and practice";journal;"2368738X";0,810;Q2;15;43;157;1081;311;115;2,27;25,14;Canada;Northern America;"Public Health Agency of Canada";"2015-2020";"Health Policy (Q2); Public Health, Environmental and Occupational Health (Q2); Epidemiology (Q3)"
151;17600155039;"Perspectives in Public Health";journal;"17579139, 17579147";0,807;Q2;27;91;245;1665;389;143;2,74;18,30;United Kingdom;Western Europe;"SAGE Publications Ltd";"1951, 2009-2020";"Public Health, Environmental and Occupational Health (Q2)"
152;20848;"Health and Social Care in the Community";journal;"09660410, 13652524";0,805;Q2;65;242;412;11528;1035;411;2,50;47,64;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1993-2020";"Social Sciences (miscellaneous) (Q1); Social Work (Q1); Sociology and Political Science (Q1); Health Policy (Q2); Public Health, Environmental and Occupational Health (Q2)"
153;4100151702;"Vascular Health and Risk Management";journal;"11766344";0,796;Q2;64;55;148;2633;393;147;2,04;47,87;New Zealand;Pacific Region;"Dove Medical Press Ltd.";"2005-2020";"Cardiology and Cardiovascular Medicine (Q2); Endocrinology, Diabetes and Metabolism (Q2); Hematology (Q2); Medicine (miscellaneous) (Q2); Pharmacology (medical) (Q2); Public Health, Environmental and Occupational Health (Q2)"
154;15932;"Journal of Health Services Research and Policy";journal;"17581060, 13558196";0,794;Q2;70;48;144;1377;269;116;2,38;28,69;United Kingdom;Western Europe;"SAGE Publications Ltd";"1995-2020";"Health Policy (Q2); Public Health, Environmental and Occupational Health (Q2)"
155;19590;"Archives of Public Health";journal;"20493258, 07787367";0,791;Q2;24;55;204;2247;407;184;2,04;40,85;United Kingdom;Western Europe;"BioMed Central Ltd.";"1996-2006, 2008-2020";"Public Health, Environmental and Occupational Health (Q2)"
156;21312;"Health Promotion International";journal;"09574824, 14602245";0,787;Q2;82;150;320;5177;612;311;1,88;34,51;United Kingdom;Western Europe;"Oxford University Press";"1986-2020";"Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q2)"
157;18300156732;"International Perspectives on Sexual and Reproductive Health";journal;"19440405, 19440391";0,779;Q2;57;21;68;964;73;38;1,33;45,90;United States;Northern America;"Alan Guttmacher Institute";"2009-2020";"Demography (Q1); Geography, Planning and Development (Q1); Public Health, Environmental and Occupational Health (Q2)"
158;3600148103;"Sexual Health";journal;"14498987, 14485028";0,777;Q2;40;107;260;3333;465;255;1,81;31,15;Australia;Pacific Region;"CSIRO";"2004-2020";"Infectious Diseases (Q2); Public Health, Environmental and Occupational Health (Q2)"
159;15986;"Journal of Occupational and Environmental Medicine";journal;"10762752";0,769;Q2;103;258;789;8661;1345;703;1,69;33,57;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1959, 1963-1970, 1976-1978, 1980, 1988, 1990-1991, 1995-2020";"Public Health, Environmental and Occupational Health (Q2)"
160;17697;"Public Health";journal;"00333506, 14765616";0,769;Q2;70;268;937;8588;1859;835;2,01;32,04;Netherlands;Western Europe;"Elsevier";"1888-1913, 1915-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
161;29224;"International Archives of Occupational and Environmental Health";journal;"14321246, 03400131";0,768;Q2;85;119;302;5326;721;288;2,12;44,76;Germany;Western Europe;"Springer Verlag";"1975-2020";"Public Health, Environmental and Occupational Health (Q2)"
162;21100469365;"Annals of Occupational and Environmental Medicine";journal;"20524374";0,761;Q2;14;8;196;226;302;185;1,36;28,25;United Kingdom;Western Europe;"BioMed Central Ltd.";"2014-2019";"Public Health, Environmental and Occupational Health (Q2)"
163;22596;"Revista de Saude Publica";journal;"00348910, 15188787";0,744;Q2;72;114;407;1449;731;395;1,58;12,71;Brazil;Latin America;"University of Sao Paolo";"1967-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
164;21100327124;"Journal of primary care & community health";journal;"21501327, 21501319";0,743;Q2;17;63;120;1806;243;110;2,20;28,67;United States;Northern America;"Sage Periodicals Press";"2010-2020";"Community and Home Care (Q1); Public Health, Environmental and Occupational Health (Q2)"
165;144989;"International Journal of Environmental Research and Public Health";journal;"16617827, 16604601";0,739;Q2;92;5186;5722;262590;18252;5564;3,18;50,63;Switzerland;Western Europe;"MDPI Multidisciplinary Digital Publishing Institute";"2004-2020";"Health, Toxicology and Mutagenesis (Q2); Pollution (Q2); Public Health, Environmental and Occupational Health (Q2)"
166;20877;"Health Education and Behavior";journal;"15526127, 10901981";0,738;Q2;88;139;265;5545;550;255;2,07;39,89;United States;Northern America;"SAGE Publications Inc.";"1957-1970, 1972-1978, 1980-2020";"Arts and Humanities (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q2)"
167;22384;"International Journal of STD and AIDS";journal;"09564624, 17581052";0,738;Q2;71;219;637;5582;922;584;1,55;25,49;United Kingdom;Western Europe;"SAGE Publications Ltd";"1990-2020";"Dermatology (Q2); Infectious Diseases (Q2); Pharmacology (medical) (Q2); Public Health, Environmental and Occupational Health (Q2)"
168;19700175102;"Tropical Medicine and Health";journal;"13488945, 13494147";0,738;Q2;19;56;127;1866;227;118;2,08;33,32;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Infectious Diseases (Q2); Public Health, Environmental and Occupational Health (Q2)"
169;21100854892;"BMC Obesity";journal;"20529538";0,733;Q2;15;20;140;996;285;137;1,89;49,80;United Kingdom;Western Europe;"BioMed Central Ltd.";"2014-2019";"Endocrinology, Diabetes and Metabolism (Q2); Health Policy (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Public Health, Environmental and Occupational Health (Q2); Epidemiology (Q3)"
170;11700154712;"Traumatology";journal;"15347656, 10859373";0,728;Q2;32;70;110;1850;224;95;2,15;26,43;United States;Northern America;"SAGE Publications Ltd";"1996-1999, 2002-2006, 2008-2020";"Emergency Medicine (Q1); Nursing (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q2)"
171;4500151408;"Journal of Physiological Anthropology";journal;"18806791, 18806805";0,722;Q2;47;17;103;757;219;98;2,07;44,53;United Kingdom;Western Europe;"BioMed Central Ltd.";"2006-2020";"Anthropology (Q1); Human Factors and Ergonomics (Q2); Orthopedics and Sports Medicine (Q2); Public Health, Environmental and Occupational Health (Q2); Physiology (Q3); Physiology (medical) (Q3)"
172;15877;"Journal of Community Health";journal;"00945145, 15733610";0,719;Q2;59;175;474;5675;851;464;1,69;32,43;Netherlands;Western Europe;"Springer Netherlands";"1975-2020";"Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q2)"
173;2700147401;"Journal of Immigrant and Minority Health";journal;"15571912, 15571920";0,718;Q2;51;204;554;8096;928;517;1,64;39,69;United States;Northern America;"Springer New York";"2006-2020";"Public Health, Environmental and Occupational Health (Q2); Epidemiology (Q3)"
174;21100821119;"Annals of Work Exposures and Health";journal;"23987308, 23987316";0,716;Q2;73;99;306;2437;564;279;1,96;24,62;United Kingdom;Western Europe;"Oxford University Press";"2017-2020";"Public Health, Environmental and Occupational Health (Q2)"
175;4400151412;"Journal of Preventive Medicine and Public Health";journal;"19758375, 22334521";0,715;Q2;30;53;131;517;257;123;1,87;9,75;South Korea;Asiatic Region;"Korean Society for Preventive Medicine";"2006-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
176;26178;"Journal of Public Health Dentistry";journal;"00224006";0,714;Q2;60;46;151;1309;275;149;1,84;28,46;United States;Northern America;"Wiley-Blackwell";"1941-2020";"Dentistry (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q2)"
177;19700175283;"Journal of Environmental and Public Health";journal;"16879805, 16879813";0,712;Q2;30;50;162;2099;360;157;2,01;41,98;Egypt;Africa/Middle East;"Hindawi Limited";"2009-2020";"Health, Toxicology and Mutagenesis (Q2); Public Health, Environmental and Occupational Health (Q2)"
178;28127;"Environmental Health and Preventive Medicine";journal;"1342078X, 13474715";0,703;Q2;34;84;224;3673;538;211;3,03;43,73;Japan;Asiatic Region;"Springer Japan";"1996-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
179;28471;"Ageing and Society";journal;"0144686X, 14691779";0,702;Q2;77;237;308;14051;696;286;2,18;59,29;United Kingdom;Western Europe;"Cambridge University Press";"1981-2020";"Arts and Humanities (miscellaneous) (Q1); Health (social science) (Q1); Geriatrics and Gerontology (Q2); Public Health, Environmental and Occupational Health (Q2); Social Psychology (Q2)"
180;27618;"American Journal of Health Behavior";journal;"10873244";0,701;Q2;64;97;232;4569;424;232;1,31;47,10;United States;Northern America;"PNG Publications";"1996-2020";"Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q2); Social Psychology (Q2)"
181;28809;"Journal of American College Health";journal;"07448481";0,692;Q2;90;241;262;9764;548;240;2,15;40,51;United States;Northern America;"Routledge";"1982-2020";"Public Health, Environmental and Occupational Health (Q2)"
182;21905;"Journal of public health management and practice : JPHMP";journal;"10784659, 15505022";0,690;Q2;48;238;508;3833;520;420;1,24;16,11;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1995-2020";"Health Policy (Q2); Public Health, Environmental and Occupational Health (Q2)"
183;11600153423;"American Journal of Men's Health";journal;"15579891, 15579883";0,689;Q2;31;153;467;6258;953;458;2,13;40,90;United States;Northern America;"SAGE Publications Inc.";"2007-2020";"Health (social science) (Q2); Public Health, Environmental and Occupational Health (Q2)"
184;20720;"Ethnicity and Health";journal;"14653419, 13557858";0,688;Q2;54;117;232;5383;395;142;2,85;46,01;United Kingdom;Western Europe;"Routledge";"1996-2020";"Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); Public Health, Environmental and Occupational Health (Q2)"
185;14900154701;"Public Health Genomics";journal;"16628063, 16624246";0,682;Q2;49;38;85;1651;161;78;2,34;43,45;Switzerland;Western Europe;"S. Karger AG";"2008-2020";"Public Health, Environmental and Occupational Health (Q2); Genetics (clinical) (Q3)"
186;5700167235;"International Journal of Consumer Studies";journal;"14706423, 14706431";0,678;Q2;64;54;244;3101;586;237;1,96;57,43;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2001-2020";"Applied Psychology (Q2); Economics and Econometrics (Q2); Marketing (Q2); Public Health, Environmental and Occupational Health (Q2)"
187;21100854829;"Tropical Diseases, Travel Medicine and Vaccines";journal;"20550936";0,677;Q2;9;24;46;1408;91;43;2,06;58,67;United Kingdom;Western Europe;"BioMed Central Ltd.";"2015-2019";"Public Health, Environmental and Occupational Health (Q2); Infectious Diseases (Q3)"
188;25277;"Contemporary Drug Problems";journal;"00914509";0,674;Q2;11;21;70;1435;148;66;1,95;68,33;United States;Northern America;"SAGE Publications Inc.";"1973-1981, 1994, 2014-2020";"Law (Q1); Health Policy (Q2); Health (social science) (Q2); Public Health, Environmental and Occupational Health (Q2)"
189;21100798718;"Frontiers in Public Health";journal;"22962565";0,672;Q2;31;395;463;17340;915;423;2,12;43,90;Switzerland;Western Europe;"Frontiers Media S.A.";"2013-2020";"Public Health, Environmental and Occupational Health (Q2)"
190;21945;"Substance Use and Misuse";journal;"10826084, 15322491";0,671;Q2;76;262;680;12712;1187;654;1,71;48,52;United Kingdom;Western Europe;"Informa Healthcare";"1966-2020";"Health (social science) (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2); Public Health, Environmental and Occupational Health (Q2)"
191;19600166304;"Journal of Community Genetics";journal;"1868310X, 18686001";0,669;Q2;26;57;119;2354;235;113;2,37;41,30;Germany;Western Europe;"Springer Verlag";"2010-2020";"Public Health, Environmental and Occupational Health (Q2); Epidemiology (Q3); Genetics (clinical) (Q3)"
192;4700152238;"Sahara J";journal;"17290376";0,656;Q2;26;8;63;383;101;61;1,54;47,88;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2004-2019";"Health (social science) (Q2); Public Health, Environmental and Occupational Health (Q2); Immunology and Allergy (Q3); Infectious Diseases (Q3)"
193;22112;"Traffic Injury Prevention";journal;"15389588, 1538957X";0,652;Q2;47;227;533;5324;913;524;1,68;23,45;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2002-2020";"Safety Research (Q1); Public Health, Environmental and Occupational Health (Q2)"
194;28563;"American Journal of Industrial Medicine";journal;"02713586, 10970274";0,650;Q2;101;121;367;4849;630;318;1,86;40,07;United States;Northern America;"Wiley-Liss Inc.";"1980-2020";"Public Health, Environmental and Occupational Health (Q2)"
195;29291;"Community Mental Health Journal";journal;"15732789, 00103853";0,647;Q2;63;167;406;6531;688;391;1,54;39,11;United States;Northern America;"Springer Netherlands";"1965-2020";"Health (social science) (Q2); Psychiatry and Mental Health (Q2); Public Health, Environmental and Occupational Health (Q2)"
196;21100892339;"Health systems and reform";journal;"23288620";0,639;Q2;13;44;121;1482;160;75;1,90;33,68;United States;Northern America;"Taylor and Francis Ltd.";"2015-2020";"Health Informatics (Q2); Health Information Management (Q2); Public Health, Environmental and Occupational Health (Q2)"
197;15915;"Journal of Health Care for the Poor and Underserved";journal;"10492089, 15486869";0,635;Q2;55;126;436;4517;513;370;1,18;35,85;United States;Northern America;"Johns Hopkins University Press";"1990-2020";"Public Health, Environmental and Occupational Health (Q2)"
198;21100774810;"Health and Justice";journal;"21947899";0,625;Q2;7;19;49;1246;94;47;2,15;65,58;United Kingdom;Western Europe;"Springer Open";"2016-2020";"Law (Q1); Public Health, Environmental and Occupational Health (Q2)"
