Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
98;19700175164;"Frontiers in Human Neuroscience";journal;"16625161";1,241;Q1;100;434;1891;28274;5894;1768;2,98;65,15;Switzerland;Western Europe;"Frontiers Media S.A.";"2008-2020";"Behavioral Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2); Neurology (Q2)"
99;14097;"European Eating Disorders Review";journal;"10990968, 10724133";1,236;Q1;65;63;210;3262;789;208;4,00;51,78;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1993-2020";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
100;19200157106;"Journal of Addiction Medicine";journal;"19320620, 19353227";1,233;Q1;39;99;260;2339;614;215;2,99;23,63;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"2007-2020";"Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)"
101;21100216569;"Frontiers in Psychiatry";journal;"16640640";1,229;Q1;58;909;1041;59510;3672;976;3,46;65,47;Switzerland;Western Europe;"Frontiers Media S.A.";"2010-2020";"Psychiatry and Mental Health (Q1)"
102;16664;"Journal of Behavioral Medicine";journal;"15733521, 01607715";1,225;Q1;90;143;288;6993;919;267;3,23;48,90;United States;Northern America;"Springer New York";"1978-2020";"Psychiatry and Mental Health (Q1); Psychology (miscellaneous) (Q1)"
103;30042;"Journal of Personality Assessment";journal;"15327752, 00223891";1,221;Q1;95;125;214;6571;664;188;2,78;52,57;United States;Northern America;"Taylor and Francis Ltd.";"1971-2020";"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q1); Health, Toxicology and Mutagenesis (Q1); Psychiatry and Mental Health (Q1)"
104;13069;"Psycho-Oncology";journal;"10579249, 10991611";1,218;Q1;131;319;921;11373;2865;843;3,16;35,65;United States;Northern America;"John Wiley and Sons Ltd";"1992-2020";"Psychiatry and Mental Health (Q1); Experimental and Cognitive Psychology (Q2); Oncology (Q2)"
105;12070;"Attachment and Human Development";journal;"14616734, 14692988";1,208;Q1;66;63;121;3651;326;94;3,28;57,95;United States;Northern America;"Routledge";"1999-2020";"Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
106;16249;"Journal of Behavior Therapy and Experimental Psychiatry";journal;"18737943, 00057916";1,200;Q1;70;74;276;3643;641;263;2,24;49,23;United Kingdom;Western Europe;"Elsevier Ltd.";"1970-2020";"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q1); Psychiatry and Mental Health (Q1); Experimental and Cognitive Psychology (Q2)"
107;16188;"Journal of the International Neuropsychological Society";journal;"13556177, 14697661";1,198;Q1;121;128;292;6707;892;280;2,94;52,40;United Kingdom;Western Europe;"Cambridge University Press";"1995-2020";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Neuroscience (miscellaneous) (Q2)"
108;12000154320;"Addiction science & clinical practice";journal;"19400632, 19400640";1,193;Q1;34;47;77;858;244;74;3,33;18,26;United Kingdom;Western Europe;"BioMed Central Ltd.";"2007-2020";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
109;25655;"Journal of Adolescence";journal;"10959254, 01401971";1,186;Q1;109;135;447;7430;1511;434;3,16;55,04;United States;Northern America;"Academic Press Inc.";"1978-2020";"Developmental and Educational Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Social Psychology (Q1)"
110;17500155156;"Early Intervention in Psychiatry";journal;"17517885, 17517893";1,183;Q1;42;246;321;10224;902;284;2,90;41,56;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2007-2020";"Psychiatric Mental Health (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)"
111;29164;"International Journal of Geriatric Psychiatry";journal;"10991166, 08856230";1,178;Q1;124;222;616;9603;1804;549;2,95;43,26;United States;Northern America;"John Wiley and Sons Ltd";"1986-2020";"Geriatrics and Gerontology (Q1); Psychiatry and Mental Health (Q1)"
112;19489;"Archives of Women's Mental Health";journal;"14341816, 14351102";1,176;Q1;70;128;320;5243;1002;295;3,02;40,96;Austria;Western Europe;"Springer-Verlag Wien";"1998-2020";"Obstetrics and Gynecology (Q1); Psychiatry and Mental Health (Q1)"
113;16200;"International Psychogeriatrics";journal;"1741203X, 10416102";1,173;Q1;91;224;671;7377;1868;567;3,17;32,93;United Kingdom;Western Europe;"Cambridge University Press";"1989-2020";"Clinical Psychology (Q1); Geriatrics and Gerontology (Q1); Gerontology (Q1); Psychiatry and Mental Health (Q1)"
114;15029;"Dementia and Geriatric Cognitive Disorders";journal;"14219824, 14208008";1,171;Q1;105;61;189;2329;532;188;2,61;38,18;Switzerland;Western Europe;"S. Karger AG";"1990-1992, 1994-2020";"Geriatrics and Gerontology (Q1); Psychiatry and Mental Health (Q1); Cognitive Neuroscience (Q2)"
115;14921;"Comprehensive Psychiatry";journal;"0010440X, 15328384";1,161;Q1;100;88;474;4496;1375;462;2,82;51,09;United Kingdom;Western Europe;"W.B. Saunders Ltd";"1960-2020";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
116;17639;"Alzheimer Disease and Associated Disorders";journal;"08930341, 15464156";1,152;Q1;92;76;174;2372;452;171;2,27;31,21;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1987-2020";"Clinical Psychology (Q1); Geriatrics and Gerontology (Q1); Gerontology (Q1); Psychiatry and Mental Health (Q1)"
117;16153;"International Journal of Methods in Psychiatric Research";journal;"10498931, 15570657";1,148;Q1;70;59;154;2572;419;152;2,75;43,59;United States;Northern America;"Wiley-Blackwell";"1996-2020";"Psychiatry and Mental Health (Q1)"
118;18712;"Psychiatry and Clinical Neurosciences";journal;"14401819, 13231316";1,143;Q1;70;130;294;6669;732;197;3,76;51,30;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1933, 1947-2020";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Neurology (Q2); Neuroscience (miscellaneous) (Q2)"
119;18730;"Psychiatry Research - Neuroimaging";journal;"18727506, 09254927";1,131;Q1;105;116;410;6767;1074;405;2,33;58,34;Ireland;Western Europe;"Elsevier Ireland Ltd";"1990-2020";"Psychiatry and Mental Health (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Neuroscience (miscellaneous) (Q2)"
120;12053;"Archives of Suicide Research";journal;"15436136, 13811118";1,114;Q1;47;125;160;6376;427;146;2,63;51,01;United Kingdom;Western Europe;"Routledge";"1995-1999, 2002-2020";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
121;14016;"Psychology and Psychotherapy: Theory, Research and Practice";journal;"20448341, 14760835";1,112;Q1;59;69;112;4147;323;107;2,86;60,10;United States;Northern America;"Wiley-Blackwell";"1920-1939, 1996-2020";"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
122;25229;"American Journal of Drug and Alcohol Abuse";journal;"10979891, 00952990";1,105;Q1;69;84;263;4860;675;224;3,26;57,86;United States;Northern America;"Informa Healthcare";"1974-1982, 1984-2020";"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
123;29451;"Aggression and Violent Behavior";journal;"13591789";1,104;Q1;96;114;253;9083;935;249;3,82;79,68;United Kingdom;Western Europe;"Elsevier Ltd.";"1996-2020";"Clinical Psychology (Q1); Pathology and Forensic Medicine (Q1); Psychiatry and Mental Health (Q1)"
124;18701;"Psychiatric Rehabilitation Journal";journal;"1095158X, 15593126";1,098;Q1;62;66;163;1150;385;155;2,28;17,42;United States;Northern America;"Boston University";"1996-2020";"Health Professions (miscellaneous) (Q1); Psychiatry and Mental Health (Q1); Rehabilitation (Q1)"
125;21100324364;"Schizophrenia Research: Cognition";journal;"22150013";1,055;Q1;15;22;57;1132;133;55;2,07;51,45;United States;Northern America;"Elsevier Inc.";"2014-2020";"Psychiatry and Mental Health (Q1); Cognitive Neuroscience (Q2)"
126;28478;"Aging and Mental Health";journal;"13646915, 13607863";1,053;Q1;82;426;549;20660;1613;500;2,86;48,50;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1997-2020";"Gerontology (Q1); Psychiatric Mental Health (Q1); Psychiatry and Mental Health (Q1); Geriatrics and Gerontology (Q2)"
127;16817;"Journal of Psychosomatic Research";journal;"18791360, 00223999";1,053;Q1;148;204;514;9088;1575;482;3,09;44,55;United States;Northern America;"Elsevier Inc.";"1956-2020";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
128;5700155920;"Focus on Autism and Other Developmental Disabilities";journal;"10883576, 15384829";1,045;Q1;64;30;79;1086;219;79;2,45;36,20;United States;Northern America;"SAGE Publications Inc.";"1986-2020";"Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Cognitive Neuroscience (Q2); Neurology (Q2); Neurology (clinical) (Q2)"
129;21944;"Substance Abuse";journal;"15470164, 08897077";1,040;Q1;42;147;267;5709;654;235;2,63;38,84;United States;Northern America;"Routledge";"1995-2020";"Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
130;12020;"Anxiety, Stress and Coping";journal;"10615806, 14772205";1,038;Q1;62;53;152;3022;433;151;2,60;57,02;United States;Northern America;"Brunner - Routledge (US)";"1992-2020";"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q1); Psychiatry and Mental Health (Q1); Developmental and Educational Psychology (Q2)"
131;15300154855;"Journal of Neural Transmission";journal;"03009564, 14351463";1,036;Q1;106;171;490;12151;1707;463;3,72;71,06;Germany;Western Europe;"Springer Verlag";"1951, 1953, 1966, 1972-2020";"Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2); Neurology (Q2); Neurology (clinical) (Q2)"
132;18729;"Psychiatry Research";journal;"01651781, 18727123";1,019;Q1;127;753;2525;37811;6430;2434;2,49;50,21;Ireland;Western Europe;"Elsevier Ireland Ltd";"1979-2020";"Psychiatry and Mental Health (Q1); Biological Psychiatry (Q3)"
133;30045;"Journal of Personality Disorders";journal;"0885579X, 19432763";1,004;Q1;91;49;169;2930;432;163;2,12;59,80;United States;Northern America;"Guilford Publications";"1987-2020";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
134;14872;"Child Psychiatry and Human Development";journal;"15733327, 0009398X";1,003;Q1;55;105;276;6040;693;270;2,26;57,52;United States;Northern America;"Kluwer Academic/Human Sciences Press Inc.";"1970-2020";"Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Developmental and Educational Psychology (Q2)"
135;18594;"Pharmacopsychiatry";journal;"14390795, 01763679";1,003;Q2;77;34;119;1135;318;98;3,83;33,38;Germany;Western Europe;"Georg Thieme Verlag";"1984-2020";"Medicine (miscellaneous) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q2)"
136;16672;"Journal of Child and Adolescent Psychopharmacology";journal;"10445463, 15578992";0,996;Q2;81;113;415;3611;833;314;2,51;31,96;United States;Northern America;"Mary Ann Liebert Inc.";"1994-2020";"Pediatrics, Perinatology and Child Health (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q2)"
137;14386;"CNS Spectrums";journal;"10928529, 21656509";0,990;Q2;77;215;180;6916;461;157;2,70;32,17;United Kingdom;Western Europe;"Cambridge University Press";"1996-2020";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
138;16704;"Journal of ECT";journal;"10950680, 15334112";0,982;Q2;57;97;258;1903;405;155;2,56;19,62;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1998-2020";"Medicine (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
139;21100216328;"International Review of Research in Developmental Disabilities";book series;"22116095";0,980;Q2;12;14;48;1767;76;36;1,75;126,21;Netherlands;Western Europe;"Elsevier BV";"2011-2019";"Developmental and Educational Psychology (Q2); Psychiatry and Mental Health (Q2)"
140;21100329539;"Journal of Eating Disorders";journal;"20502974";0,979;Q2;24;41;137;1688;417;122;3,52;41,17;United Kingdom;Western Europe;"BioMed Central Ltd.";"2013-2020";"Behavioral Neuroscience (Q2); Nutrition and Dietetics (Q2); Psychiatry and Mental Health (Q2)"
141;12737;"Aging, Neuropsychology, and Cognition";journal;"17444128, 13825585";0,971;Q2;55;86;142;5423;321;139;1,96;63,06;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1994-2020";"Experimental and Cognitive Psychology (Q2); Geriatrics and Gerontology (Q2); Neuropsychology and Physiological Psychology (Q2); Psychiatry and Mental Health (Q2)"
142;19700166518;"International Journal of Mental Health Systems";journal;"17524458";0,965;Q2;31;76;220;3628;541;204;2,33;47,74;United Kingdom;Western Europe;"BioMed Central Ltd.";"2007-2020";"Health Policy (Q1); Psychiatric Mental Health (Q1); Public Health, Environmental and Occupational Health (Q1); Psychiatry and Mental Health (Q2)"
143;26411;"European Addiction Research";journal;"10226877, 14219891";0,959;Q2;52;41;103;1721;273;97;2,65;41,98;Switzerland;Western Europe;"S. Karger AG";"1995-2020";"Health (social science) (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q2)"
144;23008;"Journal of Clinical Psychopharmacology";journal;"1533712X, 02710749";0,951;Q2;118;167;537;4030;835;266;2,72;24,13;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1981-2020";"Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2)"
145;19560;"Stress";journal;"16078888, 10253890";0,949;Q2;76;97;204;5137;609;199;3,17;52,96;United Kingdom;Western Europe;"Informa Healthcare";"1996-2020";"Behavioral Neuroscience (Q2); Endocrine and Autonomic Systems (Q2); Neuropsychology and Physiological Psychology (Q2); Physiology (Q2); Psychiatry and Mental Health (Q2)"
146;12005;"Journal of Traumatic Stress";journal;"15736598, 08949867";0,939;Q2;130;107;259;4780;599;249;2,22;44,67;United States;Northern America;"Wiley-Blackwell";"1988-2020";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q2)"
147;21100228093;"Depression Research and Treatment";journal;"20901321, 2090133X";0,932;Q2;24;4;34;154;88;30;1,84;38,50;Egypt;Africa/Middle East;"Hindawi Limited";"2010-2020";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q2)"
148;29471;"American Journal of Orthopsychiatry";journal;"19390025, 00029432";0,930;Q2;91;91;226;3431;543;203;2,41;37,70;United States;Northern America;"American Orthopsychiatric Association Inc.";"1930-2020";"Arts and Humanities (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Developmental and Educational Psychology (Q2); Psychiatry and Mental Health (Q2)"
149;16705;"Journal of Emotional and Behavioral Disorders";journal;"10634266";0,929;Q2;65;34;62;1654;130;57;2,12;48,65;United States;Northern America;"SAGE Publications Inc.";"1993-2020";"Clinical Psychology (Q1); Education (Q1); Developmental and Educational Psychology (Q2); Psychiatry and Mental Health (Q2)"
150;14144;"Experimental and Clinical Psychopharmacology";journal;"19362293, 10641297";0,922;Q2;87;98;169;2938;385;167;2,40;29,98;United States;Northern America;"American Psychological Association Inc.";"1993-2020";"Pharmacology (Q2); Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2)"
151;16203;"International Review of Psychiatry";journal;"13691627, 09540261";0,919;Q2;78;72;201;3588;650;167;3,00;49,83;United Kingdom;Western Europe;"Informa Healthcare";"1989-2020";"Psychiatry and Mental Health (Q2)"
152;18746;"Psychopathology";journal;"02544962, 1423033X";0,916;Q2;61;42;136;1916;280;130;1,99;45,62;Switzerland;Western Europe;"S. Karger AG";"1968-2020";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q2)"
153;16762;"Journal of Neuropsychiatry and Clinical Neurosciences";journal;"08950172, 15457222";0,915;Q2;104;62;182;2286;387;154;2,43;36,87;United States;Northern America;"American Psychiatric Publishing Inc.";"1989-2020";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
154;21100899528;"Adolescent Research Review";journal;"23638354, 23638346";0,912;Q2;10;37;62;3262;157;59;2,07;88,16;Switzerland;Western Europe;"Springer International Publishing AG";"2016-2020";"Pediatrics, Perinatology and Child Health (Q1); Social Sciences (miscellaneous) (Q1); Developmental and Educational Psychology (Q2); Psychiatry and Mental Health (Q2)"
155;18001;"Neuropsychobiology";journal;"0302282X, 14230224";0,912;Q2;81;57;128;2995;276;117;2,04;52,54;Switzerland;Western Europe;"S. Karger AG";"1975-1990, 1992-2020";"Neuropsychology and Physiological Psychology (Q2); Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3)"
156;18687;"Psychiatric Clinics of North America";journal;"15583147, 0193953X";0,911;Q2;93;61;176;2655;438;151;2,58;43,52;United Kingdom;Western Europe;"W.B. Saunders Ltd";"1978-2020";"Psychiatry and Mental Health (Q2)"
157;16727;"Journal of Mental Health";journal;"09638237, 13600567";0,910;Q2;63;146;289;6174;728;239;2,85;42,29;United Kingdom;Western Europe;"Informa Healthcare";"1992-2020";"Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q2)"
158;25231;"American Journal on Addictions";journal;"10550496, 15210391";0,908;Q2;72;59;268;1742;606;253;2,39;29,53;United States;Northern America;"Wiley-Blackwell";"1992-2020";"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q2)"
159;21100915393;"Neuroscience of Consciousness";journal;"20572107";0,904;Q2;2;12;1;512;4;1;4,00;42,67;United Kingdom;Western Europe;"Oxford University Press";"2017, 2019-2020";"Clinical Psychology (Q1); Experimental and Cognitive Psychology (Q2); Neurology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
160;17554;"Acta Neuropsychiatrica";journal;"16015215, 09242708";0,893;Q2;30;54;126;2566;296;115;3,13;47,52;United Kingdom;Western Europe;"Cambridge University Press";"1989-2004, 2006-2020";"Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3)"
161;29549;"Journal of Geriatric Psychiatry and Neurology";journal;"15525708, 08919887";0,893;Q2;66;69;108;3334;289;105;2,50;48,32;United States;Northern America;"SAGE Publications Inc.";"1988-2020";"Geriatrics and Gerontology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
162;17500155127;"Sleep Medicine Clinics";journal;"1556407X, 15564088";0,893;Q2;35;57;177;2963;432;143;3,13;51,98;United Kingdom;Western Europe;"W.B. Saunders Ltd";"2006-2020";"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neuropsychology and Physiological Psychology (Q2); Psychiatry and Mental Health (Q2)"
163;17700156705;"Modern Trends in Pharmacopsychiatry";journal;"16622685, 16624505";0,880;Q2;12;0;13;0;36;12;3,00;0,00;Switzerland;Western Europe;"S. Karger AG";"2009-2010, 2013, 2015, 2017";"Medicine (miscellaneous) (Q1); Pharmacology (Q2); Psychiatry and Mental Health (Q2)"
164;15104;"Journal of Developmental and Behavioral Pediatrics";journal;"0196206X, 15367312";0,876;Q2;101;104;326;2692;664;283;1,87;25,88;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1980-2020";"Pediatrics, Perinatology and Child Health (Q1); Developmental and Educational Psychology (Q2); Psychiatry and Mental Health (Q2)"
165;14560;"Child and Adolescent Psychiatric Clinics of North America";journal;"10564993, 15580490";0,874;Q2;68;60;183;2737;394;158;2,07;45,62;United Kingdom;Western Europe;"W.B. Saunders Ltd";"1995-2020";"Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q2)"
166;13454;"Crisis";journal;"02275910, 21512396";0,873;Q2;52;93;171;2802;384;146;2,60;30,13;United States;Northern America;"Hogrefe Publishing";"1985-2020";"Psychiatry and Mental Health (Q2)"
167;14800;"Sexual Addiction and Compulsivity";journal;"10720162, 15325318";0,865;Q2;39;19;67;1116;123;62;1,38;58,74;United Kingdom;Western Europe;"Routledge";"1994-2019";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)"
168;4100151703;"Neuropsychiatric Disease and Treatment";journal;"11766328";0,863;Q2;62;353;1057;16901;2739;1008;2,36;47,88;New Zealand;Pacific Region;"Dove Medical Press Ltd.";"2006-2020";"Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3)"
169;14206;"Archives of Clinical Neuropsychology";journal;"08876177, 18735843";0,862;Q2;93;108;263;3251;691;257;2,31;30,10;United Kingdom;Western Europe;"Elsevier BV";"1986-2020";"Medicine (miscellaneous) (Q1); Clinical Psychology (Q2); Neuropsychology and Physiological Psychology (Q2); Psychiatry and Mental Health (Q2)"
170;19700167014;"Journal of Gay and Lesbian Mental Health";journal;"19359705, 19359713";0,861;Q2;29;35;80;1333;170;66;1,95;38,09;United States;Northern America;"Routledge";"2008-2020";"Health (social science) (Q1); Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)"
171;70201;"Clinical Neuropsychologist";journal;"13854046, 17444144";0,853;Q2;74;110;267;6240;615;251;2,49;56,73;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1987-2020";"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q2); Developmental and Educational Psychology (Q2); Medicine (miscellaneous) (Q2); Neuropsychology and Physiological Psychology (Q2); Psychiatry and Mental Health (Q2)"
172;19885;"Stress and Health";journal;"15323005, 15322998";0,850;Q2;55;69;212;4055;615;207;2,97;58,77;United States;Northern America;"John Wiley and Sons Inc.";"2001-2020";"Applied Psychology (Q2); Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
173;16726;"Journal of Intellectual Disability Research";journal;"09642633, 13652788";0,845;Q2;99;110;294;4490;626;276;2,06;40,82;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1957-1960, 1962-2020";"Arts and Humanities (miscellaneous) (Q1); Rehabilitation (Q1); Neurology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
174;19700171016;"Substance Abuse: Research and Treatment";journal;"11782218";0,838;Q2;18;30;62;1301;157;55;2,97;43,37;New Zealand;Pacific Region;"Libertas Academica Ltd.";"2009-2020";"Psychiatry and Mental Health (Q2)"
175;5700191204;"Research in Autism Spectrum Disorders";journal;"17509467";0,834;Q2;66;104;249;5557;603;243;2,07;53,43;Netherlands;Western Europe;"Elsevier BV";"2007-2020";"Clinical Psychology (Q2); Developmental and Educational Psychology (Q2); Psychiatry and Mental Health (Q2)"
176;16734;"Journal of Nervous and Mental Disease";journal;"00223018, 1539736X";0,832;Q2;118;166;460;6461;867;417;1,85;38,92;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1874-2020";"Psychiatry and Mental Health (Q2)"
177;21100782431;"Society and Mental Health";journal;"21568731, 21568693";0,825;Q2;20;33;40;2478;87;39;2,35;75,09;United States;Northern America;"SAGE Publications Inc.";"2011-2020";"Psychiatry and Mental Health (Q2); Public Health, Environmental and Occupational Health (Q2)"
178;19600157796;"ADHD Attention Deficit and Hyperactivity Disorders";journal;"18666647, 18666116";0,819;Q2;27;47;78;2422;195;72;2,92;51,53;Germany;Western Europe;"Springer-Verlag Wien";"2009-2019";"Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
179;130125;"Annals of General Psychiatry";journal;"1744859X";0,813;Q2;44;28;135;1174;300;125;2,45;41,93;United Kingdom;Western Europe;"BioMed Central Ltd.";"2002-2003, 2005-2020";"Psychiatry and Mental Health (Q2)"
180;21100901212;"Current Drug Research Reviews";journal;"25899783, 25899775";0,806;Q2;43;21;25;1009;64;23;2,25;48,05;Netherlands;Western Europe;"Bentham Science Publishers B.V.";"2019";"Psychiatry and Mental Health (Q2)"
181;14856;"International Clinical Psychopharmacology";journal;"02681315, 14735857";0,799;Q2;89;44;141;1727;299;138;1,90;39,25;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1986-2020";"Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2)"
182;24786;"Alcohol and Alcoholism";journal;"07350414, 14643502";0,793;Q2;94;98;316;2994;648;274;2,24;30,55;United Kingdom;Western Europe;"Oxford University Press";"1965-2020";"Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2); Toxicology (Q2)"
183;16180;"International Journal of Psychiatry in Clinical Practice";journal;"14711788, 13651501";0,783;Q2;32;45;151;1908;290;131;2,35;42,40;United Kingdom;Western Europe;"Informa Healthcare";"1997-2020";"Psychiatry and Mental Health (Q2)"
184;19173;"Psychosomatics";journal;"15457206, 00333182";0,780;Q2;94;112;270;2881;498;234;1,99;25,72;United States;Northern America;"American Psychiatric Publishing Inc.";"1960-2020";"Arts and Humanities (miscellaneous) (Q1); Applied Psychology (Q2); Psychiatry and Mental Health (Q2)"
185;13545;"Eating Behaviors";journal;"18737358, 14710153";0,777;Q2;66;64;276;2750;746;274;2,55;42,97;United Kingdom;Western Europe;"Elsevier Ltd.";"2000-2020";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)"
186;12004;"Journal of Trauma and Dissociation";journal;"15299740, 15299732";0,771;Q2;42;44;138;1894;281;118;2,26;43,05;United States;Northern America;"Routledge";"2000-2020";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)"
187;11700154618;"Child and Adolescent Psychiatry and Mental Health";journal;"17532000";0,770;Q2;39;47;167;2241;385;157;2,35;47,68;United Kingdom;Western Europe;"BioMed Central Ltd.";"2007-2020";"Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2)"
188;17500155152;"American Journal on Intellectual and Developmental Disabilities";journal;"19447515, 19447558";0,761;Q2;80;49;123;1509;232;120;1,52;30,80;United States;Northern America;"American Association on Intellectual and Developmental Disabilities";"2009-2020";"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q2); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neuropsychology and Physiological Psychology (Q2); Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2)"
189;500147006;"Child and Adolescent Mental Health";journal;"1475357X, 14753588";0,754;Q2;43;63;131;1666;223;108;2,08;26,44;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2005-2020";"Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2)"
190;4000149005;"Clinical Psychopharmacology and Neuroscience";journal;"17381088";0,748;Q2;25;74;206;3136;428;193;2,19;42,38;South Korea;Asiatic Region;"Korean College of Neuropsychopharmacology";"2005-2019";"Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2); Behavioral Neuroscience (Q3)"
191;21100199846;"Neurobehavioral HIV Medicine";journal;"11791497";0,744;Q2;8;0;5;0;15;5;0,00;0,00;New Zealand;Pacific Region;"Dove Medical Press Ltd.";"2011-2013, 2015-2016";"Dermatology (Q2); Infectious Diseases (Q2); Psychiatry and Mental Health (Q2); Behavioral Neuroscience (Q3)"
192;12870;"Cognitive Neuropsychiatry";journal;"14640619, 13546805";0,740;Q2;58;36;107;1815;177;102;1,50;50,42;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2020";"Psychiatry and Mental Health (Q2); Cognitive Neuroscience (Q3)"
193;144939;"Journal of Intellectual Disabilities";journal;"17446295, 17446309";0,739;Q2;46;40;89;1650;119;78;1,68;41,25;United Kingdom;Western Europe;"SAGE Publications Ltd";"2005-2020";"Health Professions (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
